company_name,company_id,id
"['Concorde Pictures', 'Pacific Trust']","[4527, 7833]",85162
['Crown International Pictures'],[1009],78522
"['Twisted Twins Productions', 'IndustryWorks Pictures', 'FortyFPS Productions']","[24899, 24901, 93305]",65214
['Universal Pictures'],[33],64075
['Twentieth Century Fox Film Corporation'],[306],38460
['Frame Of Mind Entertainment'],[6757],56929
['Katsu Production Co. Ltd.'],[3038],40644
['Prakash Mehra Productions'],[64402],103236
['Cinema 77'],[1819],85651
['Warner Bros.'],[6194],34623
"['Metro-Goldwyn-Mayer (MGM)', 'Sextant Films']","[8411, 15533]",130474
['Mosfilm'],[5120],37133
['Art Pictures Studio'],[3451],18122
"['Filmstiftung NRW', 'FFA Filmförderungsanstalt', 'Deutsche Filmförderfonds (DFFF)']","[985, 2026, 11238]",240510
['Star Ritz Productions Co Ltd'],[30795],84111
"['Pampas Produktion', 'TV4 Sweden AB']","[8266, 8267]",82450
['Nordisk Film'],[235],103972
"['Dark Art Films, Ltd.', 'Pillay-Evans Productions']","[25035, 33018]",207263
"['Grading Dimension Pictures', 'Moskinokombinat']","[8362, 39053]",37128
['Hooks and Taylor Entertainment'],[20108],15476
['Salamander Film Productions'],[21459],69065
['Splendid Film'],[8146],77067
[],[],117007
['Sil-Metropole Organisation'],[5686],20342
['ARS Film Production'],[4129],98344
['Tasara Films'],[38128],273922
[],[],91316
['RKO Radio Pictures'],[6],34650
"['Andertainment Group', 'Crescent City Pictures', 'Tag Entertainment']","[2634, 2635, 2636]",11115
['Twentieth Century Fox Film Corporation'],[306],42734
['Charles Martin Productions'],[13384],62804
[],[],22515
['Monogram Pictures'],[4395],209367
[],[],25646
"['Cannon Films', ""dixon's films""]","[4110, 87755]",202744
"['Thura Film', 'Obel Film', 'Greta Film AB']","[2105, 9369, 19434]",16639
['NDF International'],[6236],104329
"['Cannon Group', 'Golan-Globus Productions']","[1444, 13549]",73091
['Reboot USA'],[40249],291155
"['2929 Productions', 'Nick Wechsler Productions', 'Chockstone Pictures']","[846, 8073, 13649]",164251
[],[],88486
"['Norman Rosemont Productions', 'Trident Films Ltd.']","[1585, 16385]",197489
"['Syn-Frank Enterprises', 'Magnum Films']","[4742, 19463]",59159
['Group W'],[8412],84352
"['Black Bear Pictures', 'Bristol Automotive']","[22146, 38145]",205596
"['Ghoulardi Film Company', 'Warner Bros.', 'IAC Films']","[178, 6194, 93105]",171274
"['Claussen Wöbke Putz Filmproduktion', 'naked eye filmproduction GmbH & Co. KG']","[4340, 51075]",287495
['Boram Entertainment Inc.'],[2965],14808
['Beijing Film Studio'],[708],34182
"['Universal Pictures International (UPI)', 'Axel Films', 'Cinéfrance 1888', 'La Banque Postale Image 7', 'Good Lap Production', 'Madame Films']","[5726, 13319, 31229, 46205, 47930, 49194]",262551
['Lippert Films'],[5681],38125
['Hammer Film Productions'],[1314],28778
"['Constantin Film Produktion', 'Hallam Productions', 'Fu Manchu Films']","[5755, 18624, 19527]",30972
['Lippert Films'],[5681],83519
"['Unified Pictures', 'Amberdale Productions', 'Tee Rob Pictures']","[13238, 23031, 34846]",244403
"['Matador Pictures', 'Cinema Four', 'Arcadia Motion Pictures', 'uFilm', 'Regent Capital', 'Entertainment Motion Pictures', 'Umedia', 'Swipe Films']","[707, 6984, 7543, 8676, 12696, 18302, 19037, 36869]",58760
['Juonifilmi'],[9375],81347
"['Lionsgate', 'Color Force']","[1632, 5420]",131631
['Jules Verne Films Ltd'],[20535],48135
"['North by Northwest Entertainment', 'Martini Films', 'Hannibal Pictures']","[1804, 3312, 8692]",28019
['Pannónia Filmstúdió'],[48669],41077
"['Det Danske Filminstitut', 'Nordisk Film', 'Sveriges Television (SVT)']","[118, 235, 3221]",36132
['Pannónia Filmstúdió'],[48669],28967
"['Arte France Cinéma', 'Films Distribution', 'Israel Film Fund', 'DBG / deux beaux garçons', 'Canal+ France', 'Elzévir & Cie', 'Mini Traité Franco Allemand [fr]', 'Riva Films']","[6916, 20881, 22231, 44601, 44602, 74572, 74574, 74575]",270403
"['Odd Lot Entertainment', 'International Traders', 'Busboy Productions']","[3263, 6408, 8290]",222649
['Sender Films'],[5234],294959
[],[],273334
['Sweet Tomato Films'],[65606],295315
"['Lube', 'A-Film Home Entertainment']","[7196, 7198]",58433
['Reno Productions'],[25578],288281
['Lacuna Filmes'],[28440],237791
"['Deep Blue Pictures', 'Red 56']","[11165, 11166]",140222
['Hallmark Hall of Fame Productions'],[9027],188538
"['Pathé Films', 'Zazi Films']","[4959, 13692]",186161
[],[],56178
['Metro-Goldwyn-Mayer (MGM)'],[8411],77412
"['Warner Bros.', 'The Vitaphone Corporation']","[6194, 9329]",121020
"['Warner Bros.', 'The Vitaphone Corporation']","[6194, 9329]",33001
['Metro-Goldwyn-Mayer (MGM)'],[8411],20675
['First National Pictures'],[3245],43075
['Warner Bros.'],[6194],114302
"['Scott Free Productions', 'Chernin Entertainment', 'Babieka', 'Volcano Films']","[1645, 7076, 20656, 52184]",147441
[],[],46217
"['Jadran Film', 'Boll Kino Beteiligungs GmbH & Co. KG', 'Herold Productions']","[168, 1062, 1064]",60479
"['O2 Filmes', 'Working Title Films', 'PeaPie Films']","[345, 10163, 32243]",206563
[],[],39298
['Warner Bros.'],[6194],265195
"['Sony Music Entertainment Japan', 'Shochiku Company', 'Dentsu', 'TV Asahi', 'Dentsu Tec', 'Mitsui Bussan', 'Shin Ei Animation', 'Sky Perfect Well Think', 'Summer Days With Coo Committee']","[648, 4641, 6452, 9300, 11811, 11812, 11813, 11814, 11815]",17234
['Platige Image'],[36414],298077
['National Film and Television School (NFTS)'],[17700],157305
['Purple Cow Studio'],[20759],212167
['Atlas Films'],[34526],250657
['American International Productions'],[14149],55152
[],[],58700
['Nadja Films'],[1717],78399
['Palumbo'],[23875],143451
[],[],183111
[],[],183113
[],[],183119
['Warner Bros.'],[6194],90978
"[""Loew's"", 'Metro-Goldwyn-Mayer (MGM)']","[1460, 8411]",52853
['Warner Bros.'],[6194],72638
[],[],232100
['Parklane Pictures Inc.'],[3428],49431
['Neue Constantin Film'],[13096],9742
"['Universal Pictures', 'Hanna-Barbera Productions']","[33, 1353]",17009
[],[],167963
['Princes Production'],[7149],57106
['Generator Entertainment'],[5820],165477
[],[],143453
[],[],244001
[],[],203179
[],[],183127
['French Quarter Film'],[50513],202573
[],[],162406
[],[],162437
"['Rose & Ruby Productions', 'Moviestore Entertainment']","[3679, 35839]",21811
[],[],162442
[],[],162435
[],[],86532
['Judica Productions'],[24576],55538
[],[],22585
[],[],203766
"['New Line Cinema', 'Universal Pictures', 'Conundrum Entertainment', 'Red Granite Pictures']","[12, 33, 1156, 19177]",100042
"['CarpeDiem Film & TV', 'Productions 10th Ave']","[20182, 20183]",233423
['pixstar'],[5049],30449
"['Columbia Pictures', 'Clover Productions']","[5, 3458]",128606
"['Far Hills Pictures', 'Atlantic Pictures (II)', 'Armian pictures']","[9038, 13551, 15455]",206821
['Columbia Pictures'],[5],55308
['South Central Films'],[52185],289575
"['Gary Sanchez Productions', 'Chili Film']","[4740, 8196]",284246
[],[],103528
"['British Lion Film Corporation', 'Euro Center Productions', 'Tressock Films']","[660, 24036, 24037]",79544
[],[],79475
"['Launchpad Productions', 'Bowery Hills Entertainment', 'RCN Films & e-nnovva']","[13921, 28494, 28496]",258086
['Playboy Productions'],[8313],184061
"['Myriad Pictures', 'Entertainment One', 'Wiretap Films']","[738, 8147, 45783]",261037
[],[],301566
['Twentieth Century Fox Film Corporation'],[306],38459
[],[],80920
['Bethsabée Mucho'],[14628],256913
"['Cass Films', 'Logie Pictures']","[2919, 19637]",14524
"['Fidélité Productions', 'Octagon Films', 'Irish Film Board', 'Euroimages Fund of the Council of Europe']","[147, 1266, 5267, 23192]",15741
"['Homegrown Pictures', 'Duly Noted']","[8840, 52060]",114750
['Motlys'],[2783],13617
['Mediapro'],[12010],17893
"['75 Films', 'Yuma Films']","[13553, 34778]",40074
"['Golden Sun Films', 'Ningxia Film Studio', 'Shanghai Film Group']","[3404, 3406, 3407]",17808
"['Diamond Films', 'Weinstein Company, The', 'Ascot Elite Entertainment Group']","[2912, 7289, 26025]",209361
['Radical Media'],[11152],15199
['Bert Marcus Productions'],[3924],14142
"['China Film Co-Production Corporation', 'Beijing Poly-bona Film Distribution Company']","[2269, 21334]",14539
[],[],214096
['Yash Raj Films'],[1569],22609
[],[],43768
[],[],288691
"['Whitewater Films', 'Anonymous Content', 'Displaced Pictures', 'Durga Entertainment']","[3095, 10039, 42374, 42375]",157380
['BosBros'],[9054],128142
"['Canal+', 'Iris productions', 'Hérodiade', 'Iris Films', 'Artémis Productions', 'Les Films Pelléas', 'Fonds National de Soutien à la Production Audiovisuelle du Luxembourg', 'Tax Shelter Film Funding', 'Soficinéma 8', 'Cinémage 7', 'Rézo Films']","[5358, 6938, 7673, 8558, 11773, 12389, 15892, 15893, 15894, 15895, 15896]",190870
"['Killer Films', 'Foundry Films', 'Pacific Northwest Pictures']","[1422, 11570, 45909]",285843
[],[],211411
[],[],248211
[],[],139930
[],[],166627
['Sneaky Pete Productions'],[7500],268174
[],[],157045
['Working Title Films'],[10163],266856
"['Vanishing Angle', 'Strongman', 'Five By Eight Productions', 'Hole in 1 Productions']","[46453, 55143, 73381, 81113]",272602
[],[],182349
[],[],149940
[],[],13646
['Twentieth Century Fox Film Corporation'],[306],56152
['Twentieth Century Fox Film Corporation'],[306],66707
"['First National Pictures', 'Warner Bros.']","[3245, 6194]",64928
[],[],282848
"['Alcon Entertainment', 'Color Force', 'Boxing Cat Films', 'St. Petersburg Clearwater Film Commission']","[1088, 5420, 12626, 68621]",227735
['RKO Radio Pictures'],[6],158439
['Grovas-Oro Films'],[62730],69060
"['FlipZide Pictures', 'Parallel Films']","[3478, 5122]",100416
"['Templeheart Films', 'EnMar Productions', 'Burn Hand Film Productions']","[14262, 45781, 45782]",200044
"['Mandalay Pictures', 'Affirm Films']","[551, 10156]",232679
"['T-Series', 'Vishesh Films']","[3522, 3749]",192558
"['Magnet Releasing', 'Drafthouse Films', 'Timpson Films']","[3595, 10485, 19324]",193726
['Mangusta Productions'],[3728],228813
[],[],102410
"['Dark Coast Pictures', 'Unanimous Pictures']","[4040, 13242]",20789
"['Deviant Films', 'Dreamz']","[3265, 68140]",17175
[],[],40925
"['BNN TV', 'Pupkin Film']","[2197, 2198]",7267
['Fridthjof Film'],[7048],15149
['Chic Films'],[12398],204768
"['TF1 Films Productions', 'Pathé Films']","[356, 4959]",201759
"['La Petite Reine', 'Warner Bros. France', 'WWE Studios', 'Karé Productions']","[1992, 2913, 10339, 23577]",202215
"['FOZ', 'Mars Films', 'Mandarin Films']","[149, 819, 12096]",283726
"['Arena Films', 'Warner Bros. France', 'Tabo Tabo Films', 'Cinéfrance 1888']","[1243, 2913, 15614, 31229]",289153
"['Generator Entertainment', 'Northern Ireland Screen', 'Geronimo Films', 'Framestore CFC']","[5820, 11667, 22866, 22867]",15011
"['Eskwad', 'TF1 Films Production', 'Canal+', 'Pathé', 'Ciné+']","[616, 3823, 5358, 7981, 10611]",295087
['January Films'],[40044],13835
"['Fantefilm', 'Film i Väst', 'Ghost VFX']","[3079, 17513, 25713]",140818
"['France 2 Cinéma', 'France 3 Cinéma', 'UGC Distribution']","[83, 591, 3578]",18940
[],[],14866
[],[],45127
[],[],17780
"['Luminous Processes', 'Rising Storm Productions']","[22464, 22465]",19222
"['Action Images', 'Action Concept Film- und Stuntproduktion']","[16984, 33588]",17143
"['Cine Bazar', 'Toho']","[5896, 5897]",36683
"['Vallelonga Productions', 'TinRes Entertainment']","[3084, 20658]",15542
[],[],18232
"['Grain Media', 'Violet Films']","[49822, 52655]",263614
['My Way Pictures'],[48701],23515
"['DreamWorks SKG', 'DreamWorks Animation']","[27, 521]",10258
"['Twentieth Century Fox Film Corporation', ""Philip D'Antoni Productions Inc.""]","[306, 77748]",32080
"['Bloody Disgusting', '8383 Productions']","[15157, 15158]",267806
[],[],159153
[],[],72933
"['Arte France', 'ITVS', 'WDR/Arte', 'TBC Productions']","[6111, 10943, 10946, 20865]",250833
['Constantin Film'],[47],136459
[],[],48186
['Charlemagne Productions'],[13946],29596
['Columbia Pictures'],[5],98404
[],[],191037
"['Twentieth Century Fox Film Corporation', 'Blue Sky Studios']","[306, 9383]",17963
[],[],253256
"['Dark Sky Films', 'Snowfort Pictures', 'Parallactic Pictures', 'Title Media']","[4592, 7787, 41812, 41813]",254194
['Max L. Raab Productions'],[57288],151679
"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI Corporation', 'Nippon Television Network (NTV)', 'Mitsubishi Motors Corporation']","[10342, 11846, 11848, 20192, 25634]",242828
['Toho'],[5897],241868
"['Mandarin Film', 'Filmko Pictures']","[7839, 9175]",119892
"['Irish Film Board', 'Digital Graphics', 'Big Farm', 'Cartoon Saloon', 'Super Productions', 'Magellan Films', 'Mélusine Productions', 'Noerlum Studios', 'Studio 352']","[5267, 11904, 13350, 23948, 69190, 69191, 69192, 69193, 69194]",110416
"['Aniplex', 'Toei Animation', 'Graphinica']","[2883, 5542, 35971]",304023
['Toei Company'],[9255],252391
[],[],142507
['Albertine Production'],[15037],155890
['Epidem'],[71985],137769
"['Relativity Media', 'Homegrown Pictures', 'Black Entertainment Television (BET)', 'Relativity Sports', 'Undisputed Cinema']","[7295, 8840, 42321, 86115, 86116]",241771
"['Metro-Goldwyn-Mayer (MGM)', 'Producers Sales Organization (PSO)', 'Vides Cinematografica', 'Accent Films B.V.']","[8411, 11670, 12111, 34009]",54658
"['Lotus Films', 'Blum Group', 'JAD Films International Inc.', 'M.T.G.', 'Lupo-Anthony-Quintano Productions']","[16132, 18641, 24310, 24311, 24312]",90816
"['Film Ventures International (FVI)', 'Horizon Film']","[4805, 16107]",40383
"['Gaumont', 'Légende Films (koprodukcja)', 'France 2 Cinéma (koprodukcja)']","[9, 79420, 79421]",159121
"['Imagine Entertainment', 'Spring Creek Productions', 'Warner Bros.', 'Roth Films', 'K. JAM Media', 'Cott Productions', 'Surf Film', 'Enelmar Productions, A.I.E.']","[23, 705, 6194, 16314, 17888, 24175, 34401, 63571]",205775
['Gaumont International'],[7961],55317
['Pathé Distribution'],[3012],66129
"['Alexandre Films', 'New Light Films']","[2926, 6539]",45368
['China 3D Digital Entertainment'],[33634],105001
[],[],228445
['QubeFilm'],[8230],80957
[],[],33838
[],[],114324
['Keystone Film Company'],[4148],141868
"['Schaefer/Karpf Productions', 'Consolidated Productions']","[27066, 39291]",101135
"['Wild Bunch', 'Fidélité Films', 'Scope Pictures', 'Orange Cinéma Séries', 'Cofinova Développement 6', 'Le Tax Shelter du Gouvernement Fédéral de Belgique']","[856, 2927, 11199, 11620, 33957, 33961]",214081
[],[],24047
[],[],77348
['20th Century Fox Television'],[1556],81244
"['20th Century Fox Television', 'National Studios Inc.']","[1556, 39302]",50291
"['Navalakha Arts, Media & Entertainment', 'Holy Basil Productions']","[95067, 95068]",230846
[],[],87235
['Trimurti Films Pvt. Ltd.'],[4027],22460
[],[],221240
['Home Box Office (HBO)'],[3268],303623
['Mosfilm'],[5120],148430
"['Channel 4', 'Story Center Films', 'Furnace']","[14966, 39084, 39085]",80787
"['Sailor Bear', 'Washington Square Films', 'Faliro House Productions']","[14634, 14862, 19246]",251736
['Rastar Pictures'],[2070],99977
['Troma Entertainment'],[3052],61644
[],[],79151
[],[],100292
[],[],52444
"['Universal Studios', 'Amblin Entertainment', 'Legendary Pictures', 'Fuji Television Network', 'Dentsu']","[13, 56, 923, 3341, 6452]",135397
['Sixth Wave Productioins'],[26103],215032
"['Participant Media', 'HBO Documentary Films', 'Praxis Films']","[6735, 17980, 46226]",293310
[],[],117678
"['Canal+', 'Pathé']","[5358, 7981]",129966
"['Gaumont', 'Avalon', 'Région Midi-Pyrénnées', '22h22']","[9, 6992, 17652, 17653]",198130
['Program 33'],[8699],46473
"['M6 Films', 'TF1 Films Production', 'Canal+', 'CinéCinéma', 'Pathé', 'Bethsabée Mucho', 'Poisson Rouge Pictures', 'Centre National de la Cinématographie (CNC)']","[1115, 3823, 5358, 6301, 7981, 14628, 16259, 18367]",21861
"['Canal Plus', 'M6 Films', 'M6 Studio', 'Belvision', 'Mikros Image', 'Ciné+', 'M6', 'Société Nouvelle de Cinématographie (SNC)', 'Centre National de la Cinématographie (CNC)', 'W9', 'Grid Animation']","[104, 1115, 4888, 5850, 8649, 10611, 11261, 16670, 18367, 34774, 67612]",170522
['Atmo Media Network'],[4226],78646
"['Bad Hat Harry Productions', 'Jeff Rice Films', 'Casadelic Pictures', 'Guerin-Adler-Scott Pictures']","[9168, 52738, 54391, 72858]",297608
[],[],73452
['Pillage and Plunder Pictures'],[24184],158967
[],[],250643
[],[],294600
"['Productores Exhibidores Films Sociedad Anónima (PEFSA)', 'Cronocinematografica S.p.a.']","[7866, 15408]",41608
"['Hearst Entertainment Productions', 'Gleneagle Productions']","[7483, 12511]",42332
"['Zed Filmworks', 'Chantal Chamandy Entertainment (CCE)']","[4080, 39570]",294538
['Warner Bros.'],[6194],63484
['Inspired Minority Pictures'],[5992],45167
"['SevenPictures', 'barefoot films', 'Warner Bros.', 'Lionheart Entertainment']","[331, 1989, 6194, 13334]",9510
['Lionsgate'],[1632],13610
"['Ministero per i Beni e le Attività Culturali', 'Augustus Color', 'Bianca Film']","[26260, 27558, 27559]",184992
['Camisa Listrada'],[70464],254435
['Lotte Entertainment'],[7819],43212
['British Broadcasting Corporation (BBC)'],[3324],16877
"['New Line Cinema', 'BenderSpink', 'RatPac Entertainment']","[12, 6363, 28732]",227159
"['Zweites Deutsches Fernsehen (ZDF)', 'J.P. Gorin']","[4606, 12628]",83451
['Gala Film'],[4896],139715
['Metro-Goldwyn-Mayer (MGM)'],[8411],34651
['United Artists'],[60],29060
['Shaw Brothers'],[5798],50571
"['Agav Films', 'Agat Films & Cie', 'Agav Hafakot']","[30983, 33593, 39718]",17925
[],[],44131
['Monogram Pictures'],[4395],136525
['The Rank Organisation'],[364],68340
['The Rank Organisation'],[364],68337
['The Rank Organisation'],[364],68242
['Warner Bros.'],[6194],89059
"['Mate Producciones S.A.', 'Tornasol Films', 'Blue Dahlia Productions', 'Road Movies Filmproduktion']","[732, 7680, 8209, 19320]",237796
['Scorpion'],[8323],40102
"['Paramount Pictures', 'Hal Wallis Productions']","[4, 3468]",143092
"['Metro-Goldwyn-Mayer (MGM)', 'Avon Productions (II)']","[8411, 13999]",109441
[],[],84742
[],[],88107
[],[],180607
['Twentieth Century Fox Film Corporation'],[306],164073
['Twentieth Century Fox Home Entertainment'],[10999],19273
[],[],27996
['Metro-Goldwyn-Mayer (MGM)'],[8411],183190
[],[],35801
"['Warner Bros.', 'The Vitaphone Corporation']","[6194, 9329]",235679
[],[],10473
['Columbia Pictures Corporation'],[441],34652
['Lions Gate Films'],[35],46302
"['Arrival Pictures', 'Mythos Studios ND', 'Nichol Moon Films']","[21067, 21068, 21069]",21791
['Super Film Production'],[41245],66018
['RKO Radio Pictures'],[6],120785
['Metro-Goldwyn-Mayer (MGM)'],[8411],43343
['Mosfilm'],[5120],72892
['Carthay Continental'],[11646],94201
"['Silver Pictures', 'Signature Pictures', 'After Dark Films', 'Autonomous Films', 'Bomar OOD']","[1885, 2982, 3608, 11647, 28176]",102629
[],[],58058
['Papi Chulo'],[30535],140814
[],[],19554
"['Capitol Films', 'Equity Pictures Medienfonds GmbH & Co. KG']","[826, 65383]",37641
['Osiris Films'],[2019],45120
"['Samuel Goldwyn Company, The']",[28205],33111
"['Drotcroft Limited', 'MBP (Germany)', 'Weintraub/Kuhn Productions']","[10789, 10791, 10792]",133831
[],[],63273
['Shaw Brothers'],[5798],22124
[],[],161422
['Warner Bros.'],[6194],121250
['Columbia Pictures Corporation'],[441],116385
"['Impact Pictures', 'Ketchup Entertainment', 'Impact Film & TV']","[248, 39734, 39735]",81182
['Twentieth Century Fox Film Corporation'],[306],121992
[],[],6110
['Paramount Pictures'],[4],96433
"['After Dark Films', 'Signature Entertainment', 'Bomar OOD', 'Payton Productions', 'Boulston Productions Limited']","[3608, 23770, 28176, 28177, 28179]",238589
[],[],171594
['The Asylum'],[1311],76815
[],[],71316
['Playcraft Film Unit'],[78321],155130
[],[],238185
"['Twentieth Century Fox Film Corporation', 'SLM Production Group']","[306, 396]",31462
[],[],167935
['First National Pictures'],[3245],78327
['Paramount Pictures'],[4],81110
['Studio Dadashow'],[32462],211247
['Pacemaker'],[21159],27446
"['Metro-Goldwyn-Mayer (MGM)', 'Kerry']","[8411, 13684]",134355
"['Samuel Goldwyn Company, The']",[28205],111750
['Paramount Pictures'],[4],81038
"['Vallelonga Productions', 'Black Elk Mountan Prods LLC', 'Enlightenment Films']","[3084, 21729, 21730]",146946
[],[],219343
[],[],38636
['Shadow Films'],[44280],254582
[],[],163068
[],[],49467
[],[],25518
['DreamWorks Animation'],[521],270946
[],[],238222
"['Box Productions', 'Sciapode', 'Télévision Suisse-Romande (TSR)', 'Le Fresnoy Studio National des Arts Contemporains']","[6003, 7850, 8453, 11687]",75364
[],[],267355
"['Bigel Entertainment', 'Contento Films', 'Rebel Films']","[40401, 77130, 77920]",299618
['Treehouse Pictures'],[14580],253331
[],[],268386
[],[],296136
"['Screen Yorkshire', 'British Film Institute (BFI)', 'Creative Scotland', 'Film4', 'Warp Films', 'Crab Apple Films']","[2690, 7281, 8087, 9349, 12180, 41517]",252178
['Deborah Perkin Media Ltd.'],[20904],259610
"['Hopscotch Features', 'Fear of God Films']","[21079, 40309]",256917
[],[],39849
"['France 3 Cinéma', 'Eurimages', 'Rectangle Productions', 'Element Pictures', 'Le Pacte', 'Canal+', 'Ciné+', 'Scope Pictures', 'Région Ile-de-France', 'France Télévisions', 'Cofinova 8', 'Alvy Distribution', 'Cofinova 9']","[591, 850, 2700, 3353, 5125, 5358, 10611, 11199, 11246, 11795, 13836, 14267, 14268]",173912
"['Procirep', 'Canal+', 'CinéCinéma', 'France Télévision', 'Autochenille', 'TF1 Droits Audiovisuels']","[311, 5358, 6301, 7454, 7873, 8350]",75491
[],[],278086
"['Killer Films', 'Big Indie Pictures', 'Backup Media', 'BSM Studio']","[1422, 6831, 26590, 28361]",284293
"['StudioCanal', 'Quad Productions', 'France 3 Cinema', 'Yumé']","[694, 7038, 16804, 23089]",40192
['Lifetime'],[3431],300441
"['The Weinstein Company', 'StudioCanal', 'TF1 Films Production', 'Canal+', 'Heyday Films', 'Ciné+', 'Anton Capital Entertainment (ACE)', 'TF1', 'Amazon Prime Instant Video']","[308, 694, 3823, 5358, 7364, 10611, 20664, 22123, 58773]",116149
"['Bayerischer Rundfunk (BR)', 'Hochschule für Fernsehen und Film München (HFF)', 'Kaissar Film', 'd.i.e. Film GmbH']","[7333, 19677, 24144, 61101]",204965
[],[],135714
"['Lionsgate', 'Blumhouse Productions', 'Principato-Young Entertainment']","[1632, 3172, 37845]",203834
"['Gotham Group', 'Temple Hill Entertainment', 'TSG Entertainment']","[3672, 12292, 22213]",294254
['RabbitBandini Productions'],[8924],159100
"['Solventdreams', 'Proton Entertainment', 'Private Island Audio']","[39817, 39818, 39819]",302496
['Black Sheep Films'],[52780],147778
['Columbia Pictures Corporation'],[441],99922
['Svenska Biografteatern AB'],[17620],28526
['Film4'],[9349],89280
['Edison Manufacturing Company'],[18758],193411
[],[],93114
"['Warner Bros. Animation', 'Warner Home Video']","[2785, 2786]",284995
[],[],307087
"['Columbia Pictures Corporation', 'Pendulum Productions']","[441, 41571]",150338
[],[],212843
"['Reel FX Creative Studios', 'Blue Sky Studios', 'Twentieth Century Fox Animation']","[2787, 9383, 11749]",79218
[],[],105770
[],[],169860
"['Head Gear Films', 'Lipsync Productions', 'Metrol Technology', 'MENA Film', 'Pukka Films']","[5056, 9987, 25954, 50939, 50942]",306650
['K5 Film'],[23437],35856
[],[],265449
['British National Films'],[14197],92459
['Two Cities Films'],[4006],137357
['Gainsborough Pictures'],[1221],100257
['Ealing Studios'],[2650],43450
"['Gainsborough Pictures', 'Sydney Box Productions']","[1221, 13580]",157283
['Ealing Studios'],[2650],80031
[],[],181876
"['Ealing Studios', 'J. Arthur Rank Organisation']","[2650, 14377]",27917
['Twentieth Century Fox Film Corporation'],[306],69784
['Ross-Stillman Productions Inc.'],[78244],123432
[],[],27884
[],[],64851
['London Independent Producers'],[15871],28909
[],[],68339
['The Rank Organisation'],[364],252721
"['London Film Productions', 'Romulus Films', 'Hope Enterprises', 'Remus']","[659, 3632, 14069, 14687]",40953
['Metro-Goldwyn-Mayer (MGM)'],[8411],191186
[],[],27261
['The Rank Organisation'],[364],185546
['Independent Artists'],[4913],171075
"['Paramount Pictures', 'Francos Films', 'Kenwood Productions', 'Films du Quadrangle']","[4, 1805, 6028, 81374]",82966
['Tigon British Film Productions'],[4579],118337
"['Studio Babelsberg', 'Mandalay Vision', '1984 Private Defense Contractors']","[264, 6667, 8532]",244458
['Mosfilm'],[5120],20886
[],[],185057
['Mosfilm'],[5120],67869
['Mosfilm'],[5120],139169
"['The Rank Organisation', 'Peter Shaw Productions']","[364, 21347]",131194
['Electric City Entertainment'],[8600],230836
[],[],139380
['Carousel Films'],[80088],41272
['Art & Industry'],[21216],84154
[],[],276922
[],[],303742
[],[],257296
['Clay Bros. Motion Pictures'],[52257],136476
[],[],257442
['Paramount Pictures'],[4],96846
['Hallmark Hall of Fame Productions'],[9027],240820
"['Automatik Entertainment', 'Colony Pictures']","[7625, 10588]",289416
['KMBO'],[6841],99879
['Mosfilm'],[5120],70966
"['DC Comics', 'Warner Bros. Animation']","[429, 2785]",20077
['Arena Productions'],[7894],171308
['Lorimar Productions'],[898],86236
"['El Pico S.A.', 'Laguna Productions']","[17955, 38918]",11616
[],[],170582
['Associated British Picture Corporation (ABPC)'],[15913],266108
['Kadokawa Pictures'],[2073],163870
[],[],250798
[],[],277846
"['First Spark Media', 'A.U.M. Films']","[85028, 85029]",282297
[],[],123581
"['Revelin Studios', 'Wonderspun']","[53076, 53077]",253295
[],[],262088
"['Warner Bros. Television', 'Andrew J. Fenady Productions']","[1957, 23950]",189133
['Universal Pictures'],[33],146916
[],[],198171
['Metro-Goldwyn-Mayer (MGM)'],[8411],173805
['Alan C. Fox'],[51992],38986
[],[],74092
[],[],307114
[],[],306963
"['Pallas Film', 'CAB Productions', 'C.G. Cinema']","[789, 22587, 32289]",246860
"['TinRes Entertainment', 'Over Under Media']","[20658, 40541]",297596
"['Starway International Inc.', 'Metro-Goldwyn-Mayer (MGM)']","[3146, 8411]",100110
['Modernciné'],[5574],210908
[],[],47259
['Echolands Creative Group'],[37130],262840
"['Studio 18', 'Bend It Films', 'Indian Film Company']","[3747, 7620, 7621]",42057
['Metrodome Distribution'],[22913],207774
[],[],193040
[],[],82469
[],[],52009
[],[],169310
"['Off Hollywood Pictures', 'Ambush Entertainment', 'Circle of Confusion']","[3768, 14406, 23921]",123107
['Pegasus Motion Pictures'],[6950],181009
['D & B Films Co. Ltd.'],[22060],68590
['Full Moon Entertainment'],[4867],58200
"['Mars Films', 'Canal+', 'CinéCinéma', 'Ce Qui Me Meut Motion Pictures', 'ARD Degeto Film', 'La Banque Postale Image 3', 'Origami Films', 'Soficinéma 5', 'Région Poitou-Charentes', 'Département de la Charente']","[819, 5358, 6301, 10572, 10947, 12036, 12103, 12400, 76911, 76912]",57387
"['Harbor Productions', 'Shaw Brothers', 'Warner Bros.']","[3302, 5798, 6194]",2139
[],[],151730
['Fandor'],[13346],171357
['Largo Entertainment'],[1644],17135
[],[],44503
[],[],308792
['Playcraft Film Unit'],[78321],63194
[],[],46760
"['Original Pictures', 'Fox Television Studios', 'Manitoba Film and Video Production Tax Credit']","[4234, 6529, 11715]",134375
['Mosfilm'],[5120],37176
[],[],100270
