director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_recent_movie_ids,average_director_movie_revenue
Gérard Krawczyk,21647.0,2332,10500000,6.411782,64400000,82.0,Taxi 2,6.1,430.0,2000,3,24,211721,Taxi Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Wong Kar-wai,12453.0,844,12000000,7.157169,20205757,129.0,2046,6.9,208.0,2004,5,20,287016,Wong Kar-Wai's Informal Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,"[11104, 40751, 11220, 843, 18329, 38189]",9602316
Matthew Barney,116018.0,23985,1700000,0.695043,7982,79.0,Cremaster 2,5.8,9.0,1999,1,1,142717,The Cremaster Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[36702],6356289
Alain Chabat,4275.0,2899,58500000,11.117405,128027976,108.0,Asterix & Obelix: Mission Cleopatra,7.2,782.0,2002,1,29,2396,Asterix and Obelix Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,[37652],6953804
Shusuke Kaneko,46366.0,36243,9400000,1.7519,20000000,105.0,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",6.2,23.0,2001,12,15,374512,Godzilla (Millennium) Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,[],0
Park Chan-wook,10099.0,4689,4000000,6.314697,1954937,121.0,Sympathy for Mr. Vengeance,7.3,302.0,2002,3,29,4563,The Vengeance Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,[2440],38901218
Matthew Barney,116018.0,23986,4000000,0.806208,11047,182.0,Cremaster 3,6.8,10.0,2002,5,15,142717,The Cremaster Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[36702, 23985]",7982
Kenta Fukasaku,31073.0,3177,9080000,7.500419,14902587,155.0,Battle Royale II: Requiem,4.9,115.0,2003,7,5,16302,Battle Royale Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
Takashi Shimizu,20310.0,11838,3500000,7.614692,3657876,92.0,Ju-on: The Grudge,6.7,199.0,2002,10,18,1972,Ju-on Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[32250, 44203]",196200
Park Chan-wook,10099.0,670,3000000,10.616859,17500000,120.0,Oldboy,8.0,2000.0,2003,1,1,4563,The Vengeance Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"[2440, 4689]",1954937
Takashi Miike,17282.0,9694,1700000,6.703174,16200000,112.0,One Missed Call,5.8,100.0,2003,11,3,126580,One Missed Call Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[4241, 36273, 9696, 11315, 36282, 11075, 13899, 36222, 16184, 12487, 28638, 20646, 80314, 36274, 36242, 36244]",220242
Takashi Shimizu,20310.0,9666,20000000,5.165962,70700000,95.0,Ju-on: The Grudge 2,6.5,73.0,2003,8,15,1972,Ju-on Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[32250, 44203, 11838]",1927038
Prachya Pinkaew,57214.0,9316,1100000,7.89916,20112926,105.0,Ong-Bak: The Thai Warrior,7.0,556.0,2003,1,21,94589,Ong Bak Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
Andrew Lau,65994.0,11647,125000,6.505146,3208262,119.0,Infernal Affairs II,7.2,108.0,2003,10,1,58588,Infernal Affairs Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[10775, 48943, 44554, 49199]",8708932
Chris Kentis,640.0,83,130000,10.652818,54700000,79.0,Open Water,5.3,320.0,2004,8,6,86113,Open Water Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],0
Hideo Nakata,26875.0,10320,50000000,16.15818,161451538,110.0,The Ring Two,5.5,646.0,2005,3,17,14563,The Ring Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"[2671, 9669, 12205, 39983, 58405]",17483946
Pyotr Buslov,137442.0,62276,700000,1.400186,1600000,110.0,Bummer,6.0,18.0,2003,8,2,107461,Bummer Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
Jay Roach,6737.0,693,80000000,11.876386,516642939,115.0,Meet the Fockers,6.1,1412.0,2004,12,22,51509,Meet the Parents Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[816, 817, 15198, 1597, 818]",203200629
Sylvio Tabet,24757.0,27549,6000000,4.038283,869325,107.0,Beastmaster 2: Through the Portal of Time,4.6,17.0,1991,6,8,106000,Beastmaster Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[],0
Stephen T. Kay,56435.0,8968,20000000,9.704289,67192859,89.0,Boogeyman,4.6,194.0,2005,2,4,96937,The Boogeyman Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"[34941, 10461, 67216]",9729678
Timur Bekmambetov,23430.0,3040,10000000,8.803869,50336279,114.0,Night Watch,6.3,212.0,2004,6,27,3106,World of Watches Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
F. Gary Gray,37932.0,4551,53000000,13.314233,95200000,118.0,Be Cool,5.4,296.0,2005,3,4,91698,Chili Palmer Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[10634, 9400, 9631, 8409, 9654]",66955116
Takao Okawara,50651.0,6593,9500000,2.13239,18000000,108.0,Godzilla vs. Mechagodzilla II,6.7,26.0,1993,12,11,374511,Godzilla (Heisei) Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,[39465],20000000
Robert Rodriguez,2294.0,187,40000000,15.010525,158700000,124.0,Sin City,7.2,2755.0,2005,4,1,135179,Sin City Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[755, 8068, 9276, 10054, 9488, 12279, 1428]",93482926
Norio Tsuruta,58677.0,9674,6000000,5.007142,11918069,99.0,Ringu 0,5.8,49.0,2000,1,22,93369,Ringu Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Andrew Douglas,62721.0,10065,19000000,13.088552,107516369,90.0,The Amityville Horror,6.0,606.0,2005,4,15,397842,The Amityville Horror Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,[],0
Lee Tamahori,7256.0,11679,60000000,19.144611,71410636,101.0,xXx: State of the Union,4.7,565.0,2005,4,27,52785,xXx Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"[10990, 9433, 2043, 36669]",147997018
George Lucas,1.0,1895,113000000,13.165421,850000000,140.0,Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,2005,5,17,10,Star Wars Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[1893, 1894]",786857943
A. Edward Sutherland,89669.0,28423,269062,1.294231,659600,72.0,The Invisible Woman,6.0,5.0,1940,12,27,259401,The Invisible Man (Universal Series),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"[22999, 30230, 23253, 39311, 31445, 28810]",8816837
Eric Darnell,18863.0,953,75000000,16.136217,542100000,86.0,Madagascar,6.6,3322.0,2005,5,25,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,[8916],171757863
Paul Schrader,1035.0,12700,30000000,7.892677,251495,117.0,Dominion: Prequel to the Exorcist,4.8,77.0,2005,5,20,12263,The Exorcist Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[61563, 31662, 14112, 18553]",2926396
Ken Kwapis,29009.0,9779,25000000,9.263965,39053061,119.0,The Sisterhood of the Traveling Pants,6.3,396.0,2005,6,1,17368,The Sisterhood of the Traveling Pants Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"[17414, 17894, 63334]",11486880
Kazuki Omori,72823.0,18289,5000000,6.297432,7000000,105.0,Godzilla vs. Biollante,6.5,25.0,1989,12,16,374511,Godzilla (Heisei) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0
Christopher Nolan,525.0,272,150000000,28.505341,374218673,140.0,Batman Begins,7.5,7511.0,2005,6,10,263,The Dark Knight Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[11660, 77, 320, 43629, 43629]",51162136
Ryûhei Kitamura,45996.0,15767,19500000,3.131059,12000000,125.0,Godzilla: Final Wars,6.4,41.0,2004,12,4,374512,Godzilla (Millennium) Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[5842, 5844, 5889, 5845, 5846]",1831166
George A. Romero,14999.0,11683,15000000,9.478117,47074133,93.0,Land of the Dead,6.0,395.0,2005,6,24,261590,Living Dead Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[29512],11696536
Yoshimitsu Banno,235715.0,39464,250000,2.631502,2768400,87.0,Godzilla vs. Hedorah,6.3,26.0,1971,7,24,374509,Godzilla (Showa) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,[],0
Tim Story,20400.0,9738,100000000,19.382082,333535934,106.0,Fantastic Four,5.5,3040.0,2005,6,29,9744,Fantastic Four Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[10611, 11045]",74159464
Cédric Klapisch,17520.0,1826,13000000,6.361343,23727301,129.0,Russian Dolls,6.8,156.0,2005,6,15,239766,The Klapisch Trilogy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"[11956, 1555, 14646, 11958]",3897799
Rob Zombie,16848.0,1696,7000000,12.221507,20901859,107.0,The Devil's Rejects,6.6,329.0,2005,7,22,105625,House of 1000 Corpses Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,[2662],17949758
Mike Bigelow,69498.0,11453,22000000,5.341117,22400000,83.0,Deuce Bigalow: European Gigolo,4.6,232.0,2005,8,6,95664,Deuce Bigalow Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Louis Leterrier,18865.0,9335,32000000,11.359659,89100000,87.0,Transporter 2,6.2,1076.0,2005,8,2,9518,The Transporter Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4108, 10027]",47400022
Sam Firstenberg,72543.0,17386,700000,13.762328,13168027,90.0,Revenge of the Ninja,5.8,22.0,1983,9,7,373538,Enter the Ninja Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,[],0
Jackie Chan,18897.0,10753,750000,6.447628,11500000,101.0,Police Story 2,6.9,93.0,1988,8,13,269098,Police Story Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10974, 11563, 16407, 9056, 21519, 21521, 19274]",113164
Benny Chan,70109.0,11636,20000000,14.177645,8700000,123.0,New Police Story,7.0,176.0,2004,9,23,269098,Police Story Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[49514, 13099, 89433]",9900502
Nick Park,7314.0,533,30000000,11.766244,192610372,85.0,The Curse of the Were-Rabbit,6.8,660.0,2005,9,4,529,Wallace & Gromit Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[7443],224834564
Danny Cannon,33279.0,9763,10000000,9.783762,27600000,118.0,Goal!: The Dream Begins,6.6,244.0,2005,6,6,110177,Goal! Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[28047, 3600]",40002112
Martin Campbell,10702.0,1656,75000000,8.940007,142400000,129.0,The Legend of Zorro,5.9,909.0,2005,10,24,1657,Zorro Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[710, 9342, 11678, 9839]",272715472
Darren Lynn Bousman,2675.0,215,4000000,15.399863,147748505,92.0,Saw II,6.3,1288.0,2005,10,28,656,Saw Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Lars von Trier,42.0,1951,14200000,4.568999,674918,139.0,Manderlay,6.9,81.0,2005,5,16,1952,USA: Land of Opportunities Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[145, 452, 16, 553, 12456, 22140]",15130812
Greg McLean,59998.0,9885,1000000,7.483385,30894796,99.0,Wolf Creek,6.1,288.0,2005,1,1,268098,Wolf Creek Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Neil Marshall,57581.0,9392,3500000,8.794041,57130027,99.0,The Descent,6.9,1029.0,2005,7,8,87258,The Descent Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,[11880],3537283
Mike Newell,10723.0,674,150000000,24.903058,895921036,157.0,Harry Potter and the Goblet of Fire,7.5,5758.0,2005,11,5,1241,Harry Potter Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[9366, 12596, 11820]",66659298
Andrew Adamson,5524.0,411,180000000,18.13542,745013115,143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2709.0,2005,12,7,420,The Chronicles of Narnia Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[808, 809]",708307045
Adam Shankman,20739.0,9641,60000000,7.101422,129181830,94.0,Cheaper by the Dozen 2,5.8,542.0,2005,12,21,114783,Cheaper by the Dozen Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[2018, 10229, 10678, 10022]",118383929
Pierre Morel,35453.0,10045,12000000,7.594102,11169386,84.0,District B13,6.5,572.0,2004,11,9,85946,District 13 Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0
Uwe Boll,23799.0,168705,25000000,6.514132,3650275,95.0,BloodRayne,3.6,120.0,2005,10,22,97307,BloodRayne Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"[11059, 95466, 12142, 30779]",13255913
Eli Roth,16847.0,1690,4800000,12.093928,81979826,94.0,Hostel,5.7,913.0,2005,1,6,86578,Hostel Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[11547],30553395
Cory Edwards,61373.0,10982,8000000,6.398984,110000000,80.0,Hoodwinked!,6.0,491.0,2005,12,16,87255,Hoodwinked! Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,[],0
Len Wiseman,3950.0,834,50000000,12.496805,111476513,106.0,Underworld: Evolution,6.4,1548.0,2006,1,12,2326,Underworld Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[277],95708457
John Whitesell,61175.0,11565,40000000,7.622875,138300000,99.0,Big Momma's House 2,5.4,376.0,2006,1,26,44979,Big Momma's House Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[39180, 13411]",34000000
Kirk Jones,64045.0,11283,25000000,9.806554,123276807,97.0,Nanny McPhee,6.4,742.0,2005,10,21,35792,Nanny McPhee Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[10162],43515982
James Wong,57134.0,9286,25000000,11.872997,118900000,93.0,Final Destination 3,5.8,1000.0,2006,2,10,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[9532, 10796]",92784710
Shawn Levy,17825.0,12096,65000000,10.520501,158851357,93.0,The Pink Panther,5.6,570.0,2006,1,18,130440,The Pink Panther (Steve Martin) Collection,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,"[11870, 12090, 11007, 124111]",114915687
Simon West,12786.0,10053,15000000,5.149058,67062123,87.0,When a Stranger Calls,5.4,273.0,2006,2,3,276838,When a Stranger Calls Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[1701, 2275, 1995]",216140475
Carlos Saldanha,5714.0,950,80000000,16.646029,660998756,91.0,Ice Age: The Meltdown,6.5,3034.0,2006,3,23,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[17963],7397733
Rodman Flender,50719.0,18009,2000000,3.3924,2300000,85.0,Leprechaun 2,4.8,51.0,1994,4,7,19285,Leprechaun Collection (Original Series),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[],0
Alexandre Aja,59291.0,9792,15000000,18.960549,69623713,107.0,The Hills Have Eyes,6.1,726.0,2006,3,10,8918,The Hills Have Eyes (Reboot) Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[10226],6291958
Blake Edwards,1927.0,46828,25000000,3.372523,2438031,93.0,Son of the Pink Panther,3.8,44.0,1993,1,1,937,The Pink Panther (Original) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[918, 52961, 38560, 12478, 69928, 42094, 10261, 48609]",15298387
Michael Caton-Jones,30365.0,3093,70000000,15.321902,38629478,114.0,Basic Instinct 2,4.6,183.0,2006,3,29,86336,Basic Instinct Collection,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[4824, 13536, 8588]",90882098
David Zucker,12987.0,4257,45000000,13.096692,178262620,83.0,Scary Movie 4,5.3,779.0,2006,4,13,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[14013, 2830, 4256]",113850254
Christophe Gans,8296.0,588,50000000,7.938457,100605135,125.0,Silent Hill,6.3,1093.0,2006,4,21,64748,Silent Hill Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[6312],70752904
J.J. Abrams,15344.0,956,150000000,15.687983,398479497,126.0,Mission: Impossible III,6.5,2062.0,2006,5,3,87359,Mission: Impossible Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,[],0
Ron Howard,6159.0,591,125000000,18.566706,767800000,149.0,The Da Vinci Code,6.5,2773.0,2006,5,17,115776,Robert Langdon Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[3595, 11374, 8871, 453, 12146, 921]",223803982
Brett Ratner,11091.0,36668,210000000,0.867943,459359555,104.0,X-Men: The Last Stand,6.3,3581.0,2006,5,24,748,X-Men Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[9416, 2109, 5994, 5175, 9533, 10589]",197458192
John Lasseter,7879.0,920,120000000,18.907948,461983149,117.0,Cars,6.6,3991.0,2006,6,8,87118,Cars Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"[9487, 863]",430312864
Gore Verbinski,1704.0,58,200000000,29.455314,1065700000,151.0,Pirates of the Caribbean: Dead Man's Chest,7.0,5380.0,2006,6,20,295,Pirates of the Caribbean Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6283, 6073, 565, 22, 6963]",237421071
Kevin Smith,19303.0,2295,5000000,8.466725,26888376,97.0,Clerks II,6.9,407.0,2006,5,25,182813,Clerks Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[2255, 1832, 2294, 9541, 87233]",28182921
Kenny Ortega,65310.0,10947,4200000,10.187478,3746,98.0,High School Musical,6.1,1048.0,2006,1,20,87253,High School Musical Collection,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,[],0
Justin Lin,58189.0,9615,85000000,2.238808,158964610,104.0,The Fast and the Furious: Tokyo Drift,6.1,1749.0,2006,6,3,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[14290, 13275]",17496992
Tim Hill,49903.0,9513,60000000,7.217377,141700000,78.0,Garfield: A Tail of Two Kitties,5.1,477.0,2006,6,15,86115,Garfield Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"[10208, 34549]",20467327
Bryan Singer,9032.0,1452,223000000,13.284712,391081192,154.0,Superman Returns,5.4,1429.0,2006,6,28,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[9445, 36657, 36658]",237638090
Blake Edwards,1927.0,36576,11000000,8.046375,4491986,109.0,Curse of the Pink Panther,3.6,42.0,1983,8,12,937,The Pink Panther (Original) Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[12614, 11843, 27225, 9699, 9051, 12268, 6081, 52960]",39563810
Rakesh Roshan,1032103.0,32740,5000000,4.431245,16000000,154.0,Krrish,5.5,47.0,2006,6,23,246091,Krrish Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"[16987, 25516, 160265]",5947111
Shawn Levy,17825.0,1593,110000000,16.661966,574480841,108.0,Night at the Museum,6.4,2949.0,2006,10,20,85943,Night at the Museum Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"[11870, 12090, 11007, 12096, 124111]",125899605
Brian Taylor,20192.0,1948,12000000,12.627593,42900000,88.0,Crank,6.6,1172.0,2006,8,31,64751,Crank Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
Anne Fletcher,29214.0,9762,12000000,14.21769,114194847,104.0,Step Up,6.7,1092.0,2006,8,11,86092,Step Up Collection,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,[],0
Jeff Tremaine,56578.0,12094,11000000,7.915368,72778712,95.0,Jackass Number Two,6.4,306.0,2006,9,22,17178,Jackass Collection,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,[9012],64282312
Jonathan Liebesman,66739.0,10781,16000000,10.516112,50517763,91.0,The Texas Chainsaw Massacre: The Beginning,5.9,412.0,2006,10,6,425175,Texas Chainsaw (Reboot) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[10727, 91908]",9869839
Takashi Shimizu,20310.0,1975,20000000,6.768804,39143839,102.0,The Grudge 2,5.3,288.0,2006,10,13,1974,The Grudge Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[1970, 32250, 44203, 11838, 9666, 14217]",52538664
Clint Eastwood,190.0,3683,90000000,9.224494,65900000,132.0,Flags of Our Fathers,6.7,532.0,2006,10,18,261382,Clint Eastwood's Iwo Jima Collection,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"[66, 8197, 10354, 5551, 9573, 322, 70]",89441121
Darren Lynn Bousman,2675.0,214,10000000,14.938035,164876498,108.0,Saw III,6.1,1104.0,2006,10,27,656,Saw Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[215],147748505
Michael Lembeck,15045.0,13767,12000000,6.829528,84500122,98.0,The Santa Clause 3: The Escape Clause,5.0,241.0,2006,11,1,53159,The Santa Clause Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"[9021, 15673]",92091686
Martin Campbell,10702.0,36557,150000000,23.065078,599045960,144.0,Casino Royale,7.3,3930.0,2006,11,14,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[9342, 11678, 9839, 1656]",202784149
George Miller,20629.0,9836,100000000,15.088318,384335608,108.0,Happy Feet,5.9,1457.0,2006,11,16,92012,Happy Feet Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,[9447],69131860
Sylvester Stallone,16483.0,1246,24000000,11.697604,155900000,102.0,Rocky Balboa,6.5,858.0,2006,12,20,1575,Rocky Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[],0
Clint Eastwood,190.0,1251,19000000,11.649588,68673228,141.0,Letters from Iwo Jima,7.2,553.0,2006,12,19,261382,Clint Eastwood's Iwo Jima Collection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"[66, 8197, 10354, 5551, 9573, 322, 70, 3683]",86498512
Luc Besson,59.0,9992,86000000,11.621534,108605609,94.0,Arthur and the Invisibles,6.0,663.0,2006,12,13,85817,Arthur and the Invisibles Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"[18, 10047, 11227]",113630555
Peter Webber,16785.0,1248,75000000,2.159558,82169884,121.0,Hannibal Rising,6.0,666.0,2007,2,6,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[3635],31466789
Mark Steven Johnson,16837.0,1250,110000000,11.902354,228738393,114.0,Ghost Rider,5.2,1754.0,2007,2,16,90306,Ghost Rider Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"[22796, 9480]",98716566
Christopher Leitch,57436.0,15582,3000000,4.604439,7900000,95.0,Teen Wolf Too,3.8,47.0,1987,11,20,43066,Teen Wolf Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[],0
Zack Snyder,15217.0,1271,65000000,18.108408,456082343,117.0,300,7.0,5092.0,2006,12,9,125570,300 Collection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,[924],102278712
Martin Weisz,58260.0,9793,15000000,5.559312,37697773,89.0,The Hills Have Eyes 2,5.2,355.0,2007,3,22,8918,The Hills Have Eyes (Reboot) Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[9639],5415898
Steve Bendelack,16356.0,1268,25000000,10.19853,232225908,90.0,Mr. Bean's Holiday,6.1,682.0,2007,3,22,103372,Mr. Bean Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[19723],2424174
Sam Raimi,7623.0,559,258000000,27.614265,894983373,139.0,Spider-Man 3,5.9,3687.0,2007,5,1,556,Spider-Man Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[10223, 10390, 2046, 557, 558]",337024512
Timur Bekmambetov,23430.0,2269,4200000,7.42908,42918532,132.0,Day Watch,6.2,170.0,2006,1,1,3106,World of Watches Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[3040],50336279
Juan Carlos Fresnadillo,17597.0,1562,15000000,12.884191,65100000,100.0,28 Weeks Later,6.5,1225.0,2007,4,26,1565,28 Days/Weeks Later Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[10856],1864185
Chris Miller,12098.0,810,160000000,14.072479,813367380,93.0,Shrek the Third,6.0,2355.0,2007,5,17,2150,Shrek Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,[],0
