budget,id,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror
19000000,755,15.339153,25800000,108.0,From Dusk Till Dawn,6.9,1644.0,1996,1,19,10924,From Dusk Till Dawn Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5000000,12095,13.778043,6374,88.0,From Dusk Till Dawn 2: Texas Blood Money,4.4,114.0,1999,3,16,10924,From Dusk Till Dawn Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30000000,2907,12.962525,191502426,99.0,The Addams Family,6.7,871.0,1991,11,22,11716,Addams Family Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14000000,10748,5.381183,29100000,101.0,St. Trinian's,5.6,148.0,2007,12,21,12077,St. Trinian's Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
12000000,9552,12.137595,441306145,122.0,The Exorcist,7.5,2046.0,1973,12,26,12263,The Exorcist Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14000000,11586,8.266984,30749142,118.0,Exorcist II: The Heretic,4.5,137.0,1977,6,17,12263,The Exorcist Collection,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9300000,11587,5.861032,39024251,110.0,The Exorcist III,6.1,135.0,1990,8,17,12263,The Exorcist Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
80000000,11026,13.02369,78000586,114.0,Exorcist: The Beginning,4.7,189.0,2004,8,20,12263,The Exorcist Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3000000,13939,12.968011,22000000,93.0,Death Wish,7.0,165.0,1974,7,24,14377,Death Wish Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2000000,14373,7.965003,45000000,88.0,Death Wish 2,6.1,74.0,1982,2,20,14377,Death Wish Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000,24873,12.829904,16116878,92.0,Death Wish 3,6.1,68.0,1985,11,1,14377,Death Wish Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5000000,26263,4.566325,6880310,99.0,Death Wish 4: The Crackdown,5.6,51.0,1987,6,11,14377,Death Wish Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48000000,565,13.740965,249348933,115.0,The Ring,6.5,1720.0,2002,10,18,14563,The Ring Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50000000,10320,16.15818,161451538,110.0,The Ring Two,5.5,646.0,2005,3,17,14563,The Ring Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
75000000,953,16.136217,542100000,86.0,Madagascar,6.6,3322.0,2005,5,25,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
150000000,10527,12.668733,603900000,89.0,Madagascar: Escape 2 Africa,6.2,1866.0,2008,10,30,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
145000000,80321,13.829042,746900000,93.0,Madagascar 3: Europe's Most Wanted,6.4,1857.0,2012,6,6,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19000000,9737,9.262184,141407024,118.0,Bad Boys,6.5,1729.0,1995,4,7,14890,Bad Boys Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4500000,3176,12.701098,30600000,114.0,Battle Royale,7.3,992.0,2000,12,16,16302,Battle Royale Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5000000,9012,14.095586,64282312,87.0,Jackass: The Movie,6.1,355.0,2002,10,21,17178,Jackass Collection,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11000000,12094,7.915368,72778712,95.0,Jackass Number Two,6.4,306.0,2006,9,22,17178,Jackass Collection,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
20000000,16290,10.997518,117224271,94.0,Jackass 3D,6.4,434.0,2010,10,15,17178,Jackass Collection,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
66000000,1487,13.206854,99318987,122.0,Hellboy,6.5,2278.0,2004,4,2,17235,Hellboy Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33000000,1576,7.781293,103000000,100.0,Resident Evil,6.4,2100.0,2002,3,15,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
45000000,1577,7.850797,129400000,94.0,Resident Evil: Apocalypse,6.1,1286.0,2004,9,10,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
45000000,7737,3.009134,148400000,94.0,Resident Evil: Extinction,6.1,1308.0,2007,9,20,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
60000000,35791,0.452934,300200000,97.0,Resident Evil: Afterlife,5.8,1382.0,2010,9,9,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
65000000,71679,0.948759,240200000,95.0,Resident Evil: Retribution,5.6,1618.0,2012,9,12,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
25000000,9779,9.263965,39053061,119.0,The Sisterhood of the Traveling Pants,6.3,396.0,2005,6,1,17368,The Sisterhood of the Traveling Pants Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1000000,11811,9.096254,8600000,92.0,Leprechaun,5.1,120.0,1993,1,8,19285,Leprechaun Collection (Original Series),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
66000000,846,12.311615,189198313,121.0,The X Files,6.6,494.0,1998,6,19,19387,The X-Files Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1900000,20968,2.004745,5900000,123.0,Sarkar,6.9,17.0,2005,7,1,20970,Sarkar Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1800000,19670,2.091276,4900000,140.0,Golmaal,6.4,18.0,2006,7,14,21624,Golmaal Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4200000,14546,5.674992,9600000,135.0,Golmaal Returns,4.3,14.0,2008,10,29,21624,Golmaal Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13000000,15472,9.858687,109421911,152.0,The Girl with the Dragon Tattoo,7.4,1020.0,2009,2,27,24761,The Millennium Collection,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4422952,24253,14.38601,67126795,129.0,The Girl Who Played with Fire,6.9,561.0,2009,9,18,24761,The Millennium Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9000000,11282,8.344105,23936908,88.0,Harold & Kumar Go to White Castle,6.6,709.0,2004,5,30,30663,Harold & Kumar Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12000000,13335,13.065315,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,6.2,508.0,2008,4,25,30663,Harold & Kumar Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
60000000,2501,21.040126,214034224,119.0,The Bourne Identity,7.3,3640.0,2002,6,14,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
75000000,2502,20.40426,288500217,108.0,The Bourne Supremacy,7.2,2873.0,2004,7,23,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
70000000,2503,18.173269,442824138,115.0,The Bourne Ultimatum,7.3,2938.0,2007,8,3,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
130000000,49040,14.89499,276600000,120.0,The Bourne Legacy,6.0,2683.0,2012,8,8,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,15239,8.061088,800000,82.0,The Toxic Avenger,6.3,116.0,1984,5,1,32135,The Toxic Avenger Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2500000,28165,2.553835,792966,96.0,The Toxic Avenger Part II,5.3,39.0,1989,2,24,32135,The Toxic Avenger Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
37000000,8966,31.282029,393616788,122.0,Twilight,5.8,3688.0,2008,11,20,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
50000000,18239,30.121292,709827462,130.0,The Twilight Saga: New Moon,5.6,2518.0,2009,3,15,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
68000000,24021,34.047399,698491347,124.0,The Twilight Saga: Eclipse,5.9,2382.0,2010,6,23,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
110000000,50619,25.9725,712171856,117.0,The Twilight Saga: Breaking Dawn - Part 1,5.8,2622.0,2011,3,15,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10000000,10671,7.873018,100489151,137.0,Airport,6.2,89.0,1970,3,5,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3000000,27932,8.480501,47000000,107.0,Airport 1975,5.5,79.0,1974,10,18,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6000000,7227,9.394776,30000000,114.0,Airport '77,5.8,69.0,1977,3,11,33938,Airport Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30000000,10228,7.556826,163600000,75.0,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,336.0,1998,7,18,34055,Pokémon Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000000,12599,7.554848,163700000,84.0,Pokémon: The Movie 2000,6.4,201.0,1999,7,17,34055,Pokémon Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
16000000,10991,10.264597,68400000,93.0,Pokémon: Spell of the Unknown,6.0,143.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
16000000,10991,10.264597,68400000,93.0,Pokémon: Spell of the Unknown,6.0,143.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
16000000,10991,6.480376,68400000,93.0,Pokémon: Spell of the Unknown,6.0,144.0,2000,7,8,34055,Pokémon Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
25000000,11283,9.806554,123276807,97.0,Nanny McPhee,6.4,742.0,2005,10,21,35792,Nanny McPhee Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12000000,37136,15.698222,152356177,85.0,The Naked Gun: From the Files of Police Squad!,7.1,1020.0,1988,12,2,37139,Naked Gun Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23000000,37137,9.794569,192030411,85.0,The Naked Gun 2½: The Smell of Fear,6.6,556.0,1991,6,28,37139,Naked Gun Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215000,23827,12.706424,193355800,86.0,Paranormal Activity,5.9,1351.0,2007,9,14,41437,Paranormal Activity Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3000000,41436,7.388933,177512032,91.0,Paranormal Activity 2,5.7,734.0,2010,10,20,41437,Paranormal Activity Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000000,72571,10.996308,207039844,83.0,Paranormal Activity 3,5.9,685.0,2011,10,19,41437,Paranormal Activity Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000000,82990,6.188286,142802657,95.0,Paranormal Activity 4,5.2,574.0,2012,10,17,41437,Paranormal Activity Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000000,227348,8.898523,90894962,84.0,Paranormal Activity: The Marked Ones,5.2,455.0,2014,1,1,41437,Paranormal Activity Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000000,9387,10.52008,74000000,129.0,Conan the Barbarian,6.6,663.0,1982,4,2,43055,Conan the Barbarian Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18000000,9610,10.151366,28600000,103.0,Conan the Destroyer,5.8,391.0,1984,6,29,43055,Conan the Barbarian Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30000000,1637,10.859292,350448145,116.0,Speed,6.8,1814.0,1994,6,9,43064,Speed Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1200000,11824,10.940057,80000000,91.0,Teen Wolf,6.0,292.0,1985,8,23,43066,Teen Wolf Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6000000,11452,7.668576,39241323,92.0,National Lampoon’s Van Wilder,5.9,867.0,2002,3,29,43220,National Lampoon’s Van Wilder Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3500000,10634,14.56965,28200000,91.0,Friday,7.0,513.0,1995,4,26,43563,Friday Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11000000,10471,10.06545,59800000,98.0,Next Friday,6.5,145.0,2000,1,12,43563,Friday Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5000000,17501,7.633636,15000000,178.0,Don : The Chase Begins Again,7.3,68.0,2006,10,20,44724,Don Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1500000,17478,3.106495,12000000,124.0,Dhoom,6.2,53.0,2004,8,27,44976,Dhoom Series,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11000000,14194,3.81393,46396427,147.0,Dhoom 2,5.9,69.0,2006,11,24,44976,Dhoom Series,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30000000,9600,7.978985,174000000,98.0,Big Momma's House,5.6,514.0,2000,5,31,44979,Big Momma's House Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40000000,11565,7.622875,138300000,99.0,Big Momma's House 2,5.4,376.0,2006,1,26,44979,Big Momma's House Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2550000,15379,6.241185,22812411,101.0,Missing in Action,5.2,107.0,1984,11,16,46512,Missing in Action Collection,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2410000,12764,9.110348,10755447,100.0,Missing in Action 2: The Beginning,5.0,65.0,1985,3,1,46512,Missing in Action Collection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
300000,9638,6.609336,11988469,89.0,Phantasm,6.5,166.0,1979,3,28,47770,Phantasm Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
226408,3529,10.573867,1423000,93.0,The Thin Man,7.4,97.0,1934,5,25,47814,The Thin Man Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
673000,14588,7.201727,3165000,112.0,After the Thin Man,7.1,30.0,1936,12,25,47814,The Thin Man Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1107000,14589,1.881187,2223000,103.0,Another Thin Man,7.0,20.0,1939,1,1,47814,The Thin Man Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
821000,14590,2.671234,2301000,97.0,Shadow of the Thin Man,6.2,17.0,1941,11,21,47814,The Thin Man Collection,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1401000,14594,5.650608,2814000,100.0,The Thin Man Goes Home,6.4,15.0,1945,1,25,47814,The Thin Man Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
200000,391,12.429704,14500000,99.0,A Fistful of Dollars,7.6,909.0,1964,9,12,48317,The Man With No Name Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600000,938,13.295342,15000000,132.0,For a Few Dollars More,7.8,988.0,1965,12,18,48317,The Man With No Name Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65000000,4564,9.170332,418800000,145.0,Sex and the City,6.0,525.0,2008,5,12,50457,Sex and the City Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
55000000,1597,14.178281,330444045,108.0,Meet the Parents,6.6,1743.0,2000,10,6,51509,Meet the Parents Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
80000000,693,11.876386,516642939,115.0,Meet the Fockers,6.1,1412.0,2004,12,22,51509,Meet the Parents Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14000000,9877,6.081401,72527595,99.0,Urban Legend,5.6,293.0,1998,9,25,52760,Urban Legend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000000,10673,11.672701,43900000,126.0,Wall Street,7.0,557.0,1987,12,10,52783,Wall Street Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70000000,7451,12.722381,277448382,124.0,xXx,5.8,1454.0,2002,8,9,52785,xXx Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60000000,11679,19.144611,71410636,101.0,xXx: State of the Union,4.7,565.0,2005,4,27,52785,xXx Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9500000,11687,7.326169,98800000,107.0,The Visitors,7.1,433.0,1993,1,27,52888,The Visitors Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23030000,10353,7.698423,66000000,118.0,The Visitors II: The Corridors of Time,5.8,228.0,1998,2,11,52888,The Visitors Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000000,56715,6.198238,16200000,88.0,Just Visiting,4.9,173.0,2001,4,6,52888,The Visitors Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100000000,2059,18.932203,347500000,131.0,National Treasure,6.4,1974.0,2004,11,19,52984,National Treasure Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26000000,9595,11.026793,181096164,84.0,Hot Shots!,6.4,588.0,1991,7,31,52988,Hot Shots! Collection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22000000,11395,9.665424,189833357,97.0,The Santa Clause,6.3,501.0,1994,11,10,53159,The Santa Clause Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
65000000,9021,5.205729,172842355,104.0,The Santa Clause 2,5.5,303.0,2002,10,31,53159,The Santa Clause Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4000000,10693,16.861533,87400000,77.0,Peter Pan,7.0,1380.0,1953,2,5,55422,Peter Pan Collection,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2280000,756,8.03796,76411819,124.0,Fantasia,7.2,831.0,1940,11,13,55427,Fantasia Collection,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30000000,14444,5.154373,100491683,79.0,The Rugrats Movie,5.8,149.0,1998,11,20,57129,Rugrats Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30000000,16340,5.568359,103291131,78.0,Rugrats in Paris: The Movie,6.0,101.0,2000,9,14,57129,Rugrats Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7500000,11319,11.32442,169000000,78.0,The Rescuers,6.7,609.0,1977,6,22,57971,The Rescuers Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
125000,10775,10.363082,8708932,101.0,Infernal Affairs,7.7,490.0,2002,12,12,58588,Infernal Affairs Collection,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
55000000,8584,10.308442,99300000,110.0,Shanghai Noon,6.2,756.0,2000,5,26,59567,Shanghai Noon Collection,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4500000,5689,11.578578,58853106,104.0,The Blue Lagoon,5.8,422.0,1980,7,5,59586,The Blue Lagoon collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
17000000,97,16.574021,33000000,96.0,Tron,6.6,717.0,1982,7,9,63043,TRON Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
50000000,588,7.938457,100605135,125.0,Silent Hill,6.3,1093.0,2006,4,21,64748,Silent Hill Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60000,2667,14.838386,248639099,81.0,The Blair Witch Project,6.3,1090.0,1999,7,14,64750,Blair Witch Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15000000,11531,4.792013,47737094,90.0,Book of Shadows: Blair Witch 2,4.3,216.0,2000,10,27,64750,Blair Witch Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12000000,1948,12.627593,42900000,88.0,Crank,6.6,1172.0,2006,8,31,64751,Crank Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11700000,14756,6.004257,22100000,108.0,Ip Man,7.5,1309.0,2008,12,12,70068,Ip Man Collection,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12900000,37472,1.9602,36000000,109.0,Ip Man 2,7.2,684.0,2010,4,21,70068,Ip Man Collection,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
25400000,14400,7.663624,17100000,108.0,The Heir Apparent: Largo Winch,6.1,176.0,2008,12,17,70764,Largo Winch Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6500000,16314,11.035859,29000301,84.0,3 Ninjas,5.5,102.0,1992,8,7,71458,3 Ninjas Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
18000000,9354,12.358786,222724172,93.0,"Honey, I Shrunk the Kids",6.1,756.0,1989,6,22,72119,"Honey, I Shrunk the Kids Collection",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
45000000,88751,10.419974,101702060,93.0,Journey to the Center of the Earth,5.8,1353.0,2008,7,10,72547,Journey Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
1500000,8329,8.504511,32511655,78.0,[REC],7.1,954.0,2007,4,10,74508,[REC] Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5600000,10664,8.853168,18469680,85.0,[REC]²,6.5,496.0,2009,9,15,74508,[REC] Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6400000,80280,5.335003,11019975,80.0,[REC]³ Genesis,4.9,360.0,2012,3,30,74508,[REC] Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130000000,9502,16.897541,632091832,90.0,Kung Fu Panda,6.9,3231.0,2008,6,4,77816,Kung Fu Panda Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
150000000,49444,11.481921,665692281,91.0,Kung Fu Panda 2,6.7,1925.0,2011,5,25,77816,Kung Fu Panda Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
86000000,9992,11.621534,108605609,94.0,Arthur and the Invisibles,6.0,663.0,2006,12,13,85817,Arthur and the Invisibles Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
87000000,26505,9.603484,52377611,93.0,Arthur and the Revenge of Maltazard,5.3,392.0,2009,11,26,85817,Arthur and the Invisibles Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
14000000,90,8.503483,316360478,105.0,Beverly Hills Cop,6.8,985.0,1984,11,29,85861,Beverly Hills Cop Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28000000,96,9.200336,299965036,100.0,Beverly Hills Cop II,6.1,627.0,1987,5,18,85861,Beverly Hills Cop Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110000000,1593,16.661966,574480841,108.0,Night at the Museum,6.4,2949.0,2006,10,20,85943,Night at the Museum Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
150000000,18360,15.417181,413106170,105.0,Night at the Museum: Battle of the Smithsonian,5.9,2026.0,2009,5,20,85943,Night at the Museum Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
12000000,10045,7.594102,11169386,84.0,District B13,6.5,572.0,2004,11,9,85946,District 13 Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18000000,8835,12.769371,141774679,96.0,Legally Blonde,6.2,908.0,2001,7,13,86024,Legally Blonde Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54000000,9327,9.651581,128769345,95.0,The Nutty Professor,5.4,717.0,1996,6,26,86028,The Nutty Professor Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
92000000,4327,9.774985,264100000,98.0,Charlie's Angels,5.6,1253.0,2000,11,2,86029,Charlie's Angels Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
90000000,607,15.781024,589400000,98.0,Men in Black,6.9,4521.0,1997,7,2,86055,Men In Black Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
140000000,608,16.775716,445100000,88.0,Men in Black II,6.1,3188.0,2002,7,3,86055,Men In Black Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
6000000,88,14.044122,214577242,100.0,Dirty Dancing,7.1,1371.0,1987,8,21,86058,Dirty Dancing Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
69000000,20352,22.274502,543284256,95.0,Despicable Me,7.1,6595.0,2010,7,8,86066,Despicable Me Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
76000000,93456,24.82355,970766005,98.0,Despicable Me 2,7.0,4729.0,2013,6,25,86066,Despicable Me Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
74000000,211672,547.488298,1159457503,91.0,Minions,6.4,4729.0,2015,6,17,86066,Despicable Me Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
