belongs_to_collection,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"{'id': 257071, 'name': 'All Stars Collectie'}",0.0,[],2764,nl,All Stars,,0.508677,[],"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",1997-05-01,0.0,115.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,All Stars,6.8,6.0
"{'id': 1006, 'name': 'Austin Powers Collection'}",16500000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",816,en,Austin Powers: International Man of Mystery,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",11.749159,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Capella International', 'id': 594}, {'name': ""Eric's Boy"", 'id': 595}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-05-02,67683989.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If he were any cooler, he'd still be frozen, baby!",Austin Powers: International Man of Mystery,6.5,1033.0
"{'id': 174407, 'name': 'Warriors of Virtue Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",49478,en,Warriors of Virtue,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",0.719444,"[{'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Law Brothers Entertainment', 'id': 38662}, {'name': 'IJL Creations', 'id': 38663}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-05-02,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,In a world beyond your imagination a battle for the universe has begun.,Warriors of Virtue,4.7,9.0
"{'id': 69788, 'name': 'Sharpe Collection'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",108794,en,Sharpe's Revenge,"Sharpe is framed as the thief who stole Napolean's gold, and he must clear his name to avoid execution. Meanwhile his wife Jane - urged on by a friend - makes some questionable choices.",1.638428,"[{'name': 'Picture Palace', 'id': 7782}, {'name': 'Celtic Films Entertainment', 'id': 7783}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-05-07,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Sharpe's Revenge,7.2,9.0
"{'id': 259398, 'name': 'Teenage Apocalypse Trilogy'}",0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1811,en,Nowhere,"The third film in a trilogy by writer-director Gregg Araki. Described as ""90210 on acid"", the film tells the story of a day in the lives of a group of high school kids in Los Angeles and the strange lives they lead.",3.324489,"[{'name': 'Desperate Pictures', 'id': 1474}, {'name': 'UGC Images', 'id': 1475}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1997-05-09,27354.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let the love feast begin.,Nowhere,6.3,27.0
"{'id': 108502, 'name': 'The Discworld Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",18560,en,Soul Music,"The young druid Imp y Celyn comes to Ankh-Morpork to become a famous musician, but a new guitar from a mysterious shop possesses him with a new kind of music - the Music with Rocks In. To make matters worse, Death, saddened by the death of his adopted daughter, has gone away to try and forget, and his granddaughter Susan suddenly has the family duty passed on to her.",0.764764,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-05-12,0.0,159.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A story of reality, fantasy and the bits in the middle",Soul Music,6.7,6.0
"{'id': 319644, 'name': 'Black Scorpion Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",29054,en,Black Scorpion II: Aftershock,"Darcy is back on the force, but still fights on as the Black Scorpion because ""it's in her nature."" This time, she fights Gangster Prankster; and a new villian emerges when the Mayor tries to protect his federal earthquake relief money: Aftershock. When the two villians team up and kidnap Argyle's girlfriend, Black Scorpion is faced with the theft of the Scorpionmobile and the imminent destruction of Angel City.",0.984521,"[{'name': 'Concorde-New Horizons', 'id': 4688}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-05-13,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Seductive and Beautiful. But Lethal.,Black Scorpion II: Aftershock,5.7,3.0
"{'id': 108502, 'name': 'The Discworld Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",24057,en,Wyrd Sisters,"Based on the Terry Pratchett novel. On Discworld, in a small country called Lancre, three witches find themselves dragged into royal politics.",1.099806,"[{'name': 'Cosgrove Hall Films', 'id': 8180}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1997-05-18,0.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wyrd Sisters,5.7,5.0
"{'id': 328, 'name': 'Jurassic Park Collection'}",73000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",330,en,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",0.788123,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-05-23,229074524.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something has survived.,The Lost World: Jurassic Park,6.2,2528.0
"{'id': 121195, 'name': '9½ Weeks Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18167,en,Another 9 1/2 Weeks,"John flies over to Paris to find out his girlfriend Elizabeth. He finds a mysterious fashion designer named Lea and her assistant Claire, and it turns out that Lea was Elizabeth's friend in Paris. Lea says to John that Elizabeth married and moved away. The passion starts to appear between John and Lea, when Lea's business partner Vittorio tells John another version of Elizabeth's fate.",1.72106,"[{'name': 'M6 Films', 'id': 1115}, {'name': 'Odessa Films', 'id': 1712}, {'name': 'Saga Pictures', 'id': 25052}, {'name': 'Jones Film', 'id': 25053}, {'name': 'NTTS Productions Ltd.', 'id': 25054}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-12,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"On the trail of an old love, he found a dangerous new obsession.",Another 9 1/2 Weeks,4.4,13.0
"{'id': 43064, 'name': 'Speed Collection'}",160000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1639,en,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,11.268531,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Tulip Productions', 'id': 35304}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-13,164508066.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,4.1,439.0
"{'id': 120794, 'name': 'Batman Collection'}",125000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",415,en,Batman & Robin,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",17.038824,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-20,238207122.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Strength. Courage. Honor. And loyalty.,Batman & Robin,4.2,1447.0
"{'id': 445332, 'name': ""Takashi Miike's Black Society Trilogy""}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",36244,ja,極道黒社会,A Japanese assassin stranded in Taiwan must take work from a local crime boss to make ends meet when suddenly a woman from his past delivers a son to him.,0.596908,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-06-28,0.0,95.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Rainy Dog,7.0,8.0
"{'id': 86055, 'name': 'Men In Black Collection'}",90000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",607,en,Men in Black,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",15.781024,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-02,589390539.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4521.0
"{'id': 103372, 'name': 'Mr. Bean Collection'}",18000000.0,"[{'id': 35, 'name': 'Comedy'}]",1281,en,Bean,"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",12.799853,"[{'name': 'Tiger Aspect Productions', 'id': 686}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-03,251212670.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Man. One Masterpiece. One Very Big Mistake.,Bean,6.3,602.0
"{'id': 126221, 'name': 'George of the Jungle Collection'}",55000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",10603,en,George of the Jungle,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA.",9.559685,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mandeville Films', 'id': 10227}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-15,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Watch out!,George of the Jungle,5.4,508.0
"{'id': 96850, 'name': 'Evangelion Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",18491,ja,新世紀エヴァンゲリオン劇場版,"NERV faces a brutal attack from SEELE, but with Asuka in a coma, and Shinji in a nervous breakdown, things soon turn into the surreal. This movie provides a concurrent ending to the final two episodes of the show ""Neon Genesis Evangelion"".",6.228255,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Gainax', 'id': 3041}, {'name': 'Movic', 'id': 3466}, {'name': 'SEGA', 'id': 5511}, {'name': 'Toei Animation', 'id': 5542}, {'name': 'Kadokawa Shoten Publishing Co.', 'id': 9068}, {'name': 'Production I.G.', 'id': 12657}, {'name': 'Project Eva', 'id': 21503}, {'name': 'Star Child Recording', 'id': 21504}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-07-19,20000000.0,87.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Wouldn't it be better if everyone would just die...,The End of Evangelion,8.1,124.0
"{'id': 174245, 'name': 'Alien Nation Collection'}",0.0,[],81246,en,Alien Nation: The Udara Legacy,"Matt and George investigate a series of strange occurrences involving newcomers, who are found to be programmed to carry out someone's dirty work. The method by which they are brainwashed dates back to the slave ship's rebellion group, the Udara, who, we discover, Susan was a part of. Susan and George's lives are further disrupted when Buck enrols in the police academy.",0.316642,[],[],1997-07-29,0.0,90.0,[],Released,,Alien Nation: The Udara Legacy,5.9,8.0
"{'id': 97445, 'name': 'Air Bud Collection'}",3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",20737,en,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",9.407128,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-01,23144499.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,108.0
"{'id': 145553, 'name': 'Slayers - Movie Collection'}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",125510,ja,スレイヤーズ ぐれえと,"Lina and Naga, on their way to a town called Storner, robbed bad guys of their precious treasure. Storner was known as a town of ""Gorlems"" moved by magic power. And again the two were thrown into trouble by a girl called Leia. Galia, Leia's father, and Huey, her brother argued all the time and both are skilled ""Gorlem"" artisans. Lina and Naga were forced to face each other (each one inside a gorlem, Lina's one made by Galia and Naga's one made by Huey) by two villains, Heisen and Granion who were competing for supreme power over the town.",0.232553,"[{'name': 'Toei Animation', 'id': 5542}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-08-02,0.0,61.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Slayers Great,4.0,4.0
"{'id': 199141, 'name': 'Tenchi Muyô Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",34194,en,天地無用!真夏のイブ,"Mayuka is a girl who appears one day and claims to be Tenchi's daughter. As the initial shock wears off, everyone in the Masaki household gets used to Mayuka's presence. However, things only become more interesting as Washu tries to discover Mayuka's background. What Washu found involves demon, the Prince of Jurai, and unrequited emotions.",0.410598,"[{'name': 'Anime International Company', 'id': 4690}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-08-02,0.0,60.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Tenchi the Movie 2: The Daughter of Darkness,6.5,3.0
"{'id': 9328, 'name': 'Free Willy Collection'}",0.0,"[{'id': 12, 'name': 'Adventure'}]",18519,en,Free Willy 3: The Rescue,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse",6.107833,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-08,0.0,86.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A new friend. A new threat. A new adventure that will capture your heart.,Free Willy 3: The Rescue,5.6,76.0
"{'id': 148320, 'name': 'Vääpeli Körmy - Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",55759,fi,Vääpeli Körmy ja kahtesti laukeava,,0.072329,[],"[{'iso_3166_1': 'FI', 'name': 'Finland'}]",1997-08-15,0.0,103.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Vääpeli Körmy ja kahtesti laukeava,4.5,2.0
"{'id': 10721, 'name': 'Mimic Collection'}",30000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4961,en,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",9.128905,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-22,25480490.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"For thousands of years, man has been evolution's greatest creation... until now.",Mimic,5.7,255.0
"{'id': 378453, 'name': 'Henry Fool Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",37410,en,Henry Fool,An egocentric bum transforms the lives of a shy New Jersey garbageman and his sister.,1.786768,"[{'name': 'Shooting Gallery', 'id': 1596}, {'name': 'True Fiction Pictures', 'id': 37909}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-07,1334786.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Henry Fool,6.9,29.0
"{'id': 8819, 'name': 'Casper Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",39346,en,Casper: A Spirited Beginning,"A prequel to the first animated/live-action Casper feature, Casper: A Spirited Beginning introduces the friendliest ghost you'll ever know and explains how Casper met and befriended the other ghouls at Applegate Manor. After being stranded, Casper meets young Chris Carson, a lonely kid who decides to teach Casper how to be a proper ghost",11.869785,"[{'name': 'The Harvey Entertainment Company', 'id': 11098}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-09,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a whole new scream!,Casper: A Spirited Beginning,5.0,61.0
"{'id': 432, 'name': 'Cube Collection'}",250000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",431,en,Cube,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,12.095263,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Feature Film Project', 'id': 21953}, {'name': 'Cube Libre', 'id': 22207}, {'name': 'Harold Greenberg Fund', 'id': 22208}, {'name': 'Odeon Films', 'id': 22209}, {'name': 'Ontario Film Development Corporation', 'id': 22210}, {'name': 'Viacom Canada', 'id': 22211}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1997-09-09,501818.0,90.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Don't look for a reason... Look for a way out.,Cube,6.9,1101.0
"{'id': 19163, 'name': 'The Land Before Time Collection'}",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",19165,en,The Land Before Time V: The Mysterious Island,"This fourth sequel in the series finds ""leaf gobblers"" eating all the vegetation in Great Valley, driving Littlefoot, the young brontosaurus, and the other dinosaur inhabitants out. Arguments break out among the adults during migration, and Littlefoot and his friends decide to take matters in their own hands by crossing the ""big water"" to an unknown island. There they meet an old friend from The Land Before Time II--Chomper, the T-rex, who has to protect the gang from his own, carnivorous parents. Plenty of drama in this one, and as the series has been wont to do from the beginning, it shows adults as sometimes being less than perfect.",4.745231,"[{'name': 'Universal Cartoon Studios', 'id': 4285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-12,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Land Before Time V: The Mysterious Island,5.9,68.0
"{'id': 135489, 'name': 'Wishmaster Collection'}",5000000.0,"[{'id': 27, 'name': 'Horror'}]",10351,en,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",5.215107,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Image Organization', 'id': 21084}, {'name': 'Pierre David', 'id': 24075}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-19,15719109.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Be careful what you wish for.,Wishmaster,5.6,114.0
"{'id': 148315, 'name': 'Pekko aikamiespoika Collection'}",0.0,[],148314,fi,Pekko ja Unissakävelijä,,0.071764,[],[],1997-09-26,0.0,0.0,[],Released,,Pekko ja Unissakävelijä,5.5,2.0
"{'id': 142680, 'name': 'Alex Cross Collection'}",27000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9437,en,Kiss the Girls,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",12.235391,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-03,60527873.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,6.2,353.0
"{'id': 456733, 'name': 'The 1997 Trilogy'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26005,cn,香港製造,"The first independent film to emerge from the former British colony since the changeover to China in 1997, Made in Hong Kong is an intoxicating drama about teenage alienation.",2.396191,"[{'name': 'Nicetop Independent', 'id': 5922}, {'name': 'Nicetop Independent Ltd', 'id': 5923}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1997-10-09,0.0,104.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,Made in Hong Kong,6.7,11.0
"{'id': 183256, 'name': 'Kiler Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",31132,pl,Kiler,"An innocent cab driver is mistaken for a contract killer and imprisoned. Soon, he is sprung by a mob boss who needs ""Killer"" for a few more jobs.",1.550559,"[{'name': 'Canal+Polska', 'id': 250}, {'name': 'Studio Filmowe Zebra', 'id': 58225}, {'name': 'ITI Cinema', 'id': 68040}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1997-10-17,0.0,104.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,A film that kills... with laughter,Kiler,8.1,18.0
"{'id': 3601, 'name': 'I Know What You Did Last Summer Collection'}",17000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",3597,en,I Know What You Did Last Summer,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""",7.417157,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mandalay Entertainment', 'id': 1236}, {'name': 'Summer Knowledge LLC', 'id': 1464}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-17,125586134.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,5.6,698.0
"{'id': 109044, 'name': 'Shadow Warriors'}",0.0,"[{'id': 28, 'name': 'Action'}]",92011,en,Assault on Devil's Island,"When a troupe of sexy gymnasts are kidnapped and taken to the title island by a vengeful drug cartel, it's up to commando leader Mike McBride (Hulk Hogan) to rescue them. The excitement in this fast-paced actioner begins when McBride and the Navy SEALS he commands are assigned to capture a drug lord in his country. During the operation, one of McBride's men betrays him and McBride is nearly killed. Still, he, fellow SEAL Leroy (Carl Weathers) and buxom drug-enforcement officer Ashley (Shannon  Tweed) manage to complete their mission. McBride and company then set off for vengeance against the traitor, who in turn retaliates by kidnapping a team of gymnasts and taking them to his impregnable lair on a remote Caribbean island.",0.236093,"[{'name': 'Alliance Communications Corporation', 'id': 2480}, {'name': 'Turner Network Television (TNT)', 'id': 5730}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-28,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An Elite Strike Force That Shows No Fear!,Assault on Devil's Island,5.4,5.0
