director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_score,actor1_id,actor1_name,actor2_id,actor2_name,actor3_id,actor3_name,actor1_score,actor2_score,actor3_score,actor_score,company_name,company_id
Cory Edwards,61373.0,10982,8000000,6.398984,110000000,80.0,Hoodwinked!,6.0,491.0,2005,12,16,87255,Hoodwinked! Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1813.0,Anne Hathaway,515.0,Glenn Close,26485.0,Jim Belushi,102044506.6,29162419.5,48946647.66666666,60051191,"['The Weinstein Company', 'Kanbar Entertainment', 'Blue Yonder Films']","[308, 7580, 49126]"
Len Wiseman,3950.0,834,50000000,12.496805,111476513,106.0,Underworld: Evolution,6.4,1548.0,2006,1,12,2326,Underworld Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,95708457,3967.0,Kate Beckinsale,100.0,Scott Speedman,2220.0,Tony Curran,190160714.3333333,47808172.5,160919487.4,132962791,"['Lakeshore Entertainment', 'Screen Gems']","[126, 3287]"
John Whitesell,61175.0,11565,40000000,7.622875,138300000,99.0,Big Momma's House 2,5.4,376.0,2006,1,26,44979,Big Momma's House Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34000000,78029.0,Martin Lawrence,9781.0,Nia Long,6108.0,Emily Procter,71875556.66666667,44448264.333333336,0.0,58161910,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Epsilon Motion Pictures', 'Firm Films', 'Deep River Productions', 'New Regency Pictures', 'Ed Friendly Productions', 'Runteldat Entertainment', 'Big Lou House Productions']","[306, 508, 1171, 1838, 2646, 10104, 47635, 73956, 79036]"
Kirk Jones,64045.0,11283,25000000,9.806554,123276807,97.0,Nanny McPhee,6.4,742.0,2005,10,21,35792,Nanny McPhee Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43515982,7056.0,Emma Thompson,5472.0,Colin Firth,9015.0,Kelly Macdonald,381438145.0,145843414.83333334,69792299.33333333,199024620,"['Universal Pictures', 'Three Strange Angels', 'Studio Canal', 'Metro-Goldwyn-Mayer (MGM)', 'Working Title Films', 'Nanny McPhee Productions']","[33, 1973, 5870, 8411, 10163, 76721]"
James Wong,57134.0,9286,25000000,11.872997,118900000,93.0,Final Destination 3,5.8,1000.0,2006,2,10,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,92784710,17628.0,Mary Elizabeth Winstead,57136.0,Ryan Merriman,20176.0,Kris Lemche,123910676.5,99558196.5,12000000.0,78489624,"['New Line Cinema', 'Zide-Perry Productions', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'Hard Eight Pictures', 'Matinee Pictures', 'Practical Pictures']","[12, 3169, 12067, 48772, 48785, 48788]"
Shawn Levy,17825.0,12096,65000000,10.520501,158851357,93.0,The Pink Panther,5.6,570.0,2006,1,18,130440,The Pink Panther (Steve Martin) Collection,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,114915687,67773.0,Steve Martin,8945.0,Kevin Kline,1003.0,Jean Reno,89032938.66666667,17359224.5,23737311.666666668,43376492,"['Columbia Pictures', 'International Production Company', 'The Montecito Picture Company', 'Robert Simonds Productions', 'Metro-Goldwyn-Mayer (MGM)']","[5, 1507, 2364, 3929, 8411]"
Simon West,12786.0,10053,15000000,5.149058,67062123,87.0,When a Stranger Calls,5.4,273.0,2006,2,3,276838,When a Stranger Calls Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216140475,38670.0,Camilla Belle,55775.0,Katie Cassidy,2478.0,Tommy Flanagan,481705.0,0.0,120547947.0,60514826,"['Davis Entertainment', 'Screen Gems']","[1302, 3287]"
Carlos Saldanha,5714.0,950,80000000,16.646029,660998756,91.0,Ice Age: The Meltdown,6.5,3034.0,2006,3,23,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,7397733,15757.0,Ray Romano,5723.0,John Leguizamo,5724.0,Denis Leary,100022792.5,86792817.77777778,383257136.0,190024249,"['Blue Sky Studios', 'Twentieth Century Fox Animation']","[9383, 11749]"
Rodman Flender,50719.0,18009,2000000,3.3924,2300000,85.0,Leprechaun 2,4.8,51.0,1994,4,7,19285,Leprechaun Collection (Original Series),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11184.0,Warwick Davis,82593.0,Charlie Heath,82594.0,Shevonne Durkin,8556940.0,0.0,0.0,8556940,['Planet Productions'],[6562]
Alexandre Aja,59291.0,9792,15000000,18.960549,69623713,107.0,The Hills Have Eyes,6.1,726.0,2006,3,10,8918,The Hills Have Eyes (Reboot) Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6291958,11022.0,Aaron Stanford,8183.0,Kathleen Quinlan,5025.0,Vinessa Shaw,88532073.2,0.0,46403503.333333336,67467788,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Major Studio Partners', 'Craven-Maddalena Films']","[43, 444, 445, 1600]"
Blake Edwards,1927.0,46828,25000000,3.372523,2438031,93.0,Son of the Pink Panther,3.8,44.0,1993,1,1,937,The Pink Panther (Original) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15298387,4818.0,Roberto Benigni,14503.0,Herbert Lom,4959.0,Claudia Cardinale,2015810.0,0.0,0.0,2015810,['International Traders'],[6408]
Michael Caton-Jones,30365.0,3093,70000000,15.321902,38629478,114.0,Basic Instinct 2,4.6,183.0,2006,3,29,86336,Basic Instinct Collection,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90882098,4430.0,Sharon Stone,18616.0,David Morrissey,44079.0,Charlotte Rampling,47585576.0,59795985.5,35102710.4,47494757,"['Intermedia Films', 'Kanzaman', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']","[763, 4169, 7340, 19116]"
David Zucker,12987.0,4257,45000000,13.096692,178262620,83.0,Scary Movie 4,5.3,779.0,2006,4,13,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113850254,1772.0,Anna Faris,35705.0,Regina Hall,14886.0,Craig Bierko,98002576.5,99746189.25,108539911.0,102096226,['Dimension Films'],[7405]
Christophe Gans,8296.0,588,50000000,7.938457,100605135,125.0,Silent Hill,6.3,1093.0,2006,4,21,64748,Silent Hill Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,70752904,8329.0,Radha Mitchell,48.0,Sean Bean,8332.0,Laurie Holden,60846244.333333336,389545539.45454544,185426746.0,211939510,"['Silent Hill DCP Inc.', 'Davis-Films', 'TriStar Pictures', 'Konami']","[341, 342, 559, 55914]"
J.J. Abrams,15344.0,956,150000000,15.687983,398479497,126.0,Mission: Impossible III,6.5,2062.0,2006,5,3,87359,Mission: Impossible Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500.0,Tom Cruise,1233.0,Philip Seymour Hoffman,10182.0,Ving Rhames,328632907.4285714,82492664.375,86172132.16666667,165765901,"['Paramount Pictures', 'Cruise/Wagner Productions', 'Studio Babelsberg', 'MI 3 Film', 'China Film Co-Production Corporation', 'China Film Group Corporation (CFGC)', 'The Fourth Production Company Film Group']","[4, 44, 264, 658, 2269, 14714, 22102]"
Ron Howard,6159.0,591,125000000,18.566706,767800000,149.0,The Da Vinci Code,6.5,2773.0,2006,5,17,115776,Robert Langdon Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,223803982,31.0,Tom Hanks,2405.0,Audrey Tautou,1327.0,Ian McKellen,190003274.3333333,10917121.333333334,558619621.1666666,253180006,"['Columbia Pictures', 'Imagine Entertainment', 'Skylark Productions', 'Government of Malta']","[5, 23, 8253, 19927]"
Brett Ratner,11091.0,36668,210000000,0.867943,459359555,104.0,X-Men: The Last Stand,6.3,3581.0,2006,5,24,748,X-Men Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,197458192,6968.0,Hugh Jackman,4587.0,Halle Berry,1327.0,Ian McKellen,232767121.25,216839679.57142857,588505455.1428572,346037419,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Major Studio Partners', 'Bad Hat Harry Productions', 'thinkfilm', 'Marvel Enterprises', 'X3 Canada Productions', 'X3US Productions', 'XM3 Service']","[289, 306, 431, 444, 445, 9168, 12247, 19551, 79028, 79029, 79030]"
John Lasseter,7879.0,920,120000000,18.907948,461983149,117.0,Cars,6.6,3991.0,2006,6,8,87118,Cars Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,430312864,887.0,Owen Wilson,3636.0,Paul Newman,5149.0,Bonnie Hunt,132079824.45454544,181001478.0,179876068.6,164319124,"['Walt Disney Pictures', 'Pixar Animation Studios']","[2, 3]"
Gore Verbinski,1704.0,58,200000000,29.455314,1065700000,151.0,Pirates of the Caribbean: Dead Man's Chest,7.0,5380.0,2006,6,20,295,Pirates of the Caribbean Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,237421071,85.0,Johnny Depp,114.0,Orlando Bloom,116.0,Keira Knightley,196819564.25,502091958.7777778,168310780.75,289074101,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","[2, 130, 19936]"
Kevin Smith,19303.0,2295,5000000,8.466725,26888376,97.0,Clerks II,6.9,407.0,2006,5,25,182813,Clerks Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28182921,23629.0,Brian O'Halloran,23630.0,Jeff Anderson,19302.0,Jason Mewes,16901532.5,33788161.0,11487212.666666666,20725635,"['The Weinstein Company', 'View Askew Productions']","[308, 16934]"
Kenny Ortega,65310.0,10947,4200000,10.187478,3746,98.0,High School Musical,6.1,1048.0,2006,1,20,87253,High School Musical Collection,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,29222.0,Zac Efron,67599.0,Vanessa Hudgens,67600.0,Ashley Tisdale,4000000.0,28283637.0,0.0,16141818,['Disney Channel'],[3213]
Justin Lin,58189.0,9615,85000000,2.238808,158964610,104.0,The Fast and the Furious: Tokyo Drift,6.1,1749.0,2006,6,3,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17496992,155.0,Lucas Black,116277.0,Nathalie Kelley,61697.0,Sung Kang,110448527.33333331,0.0,0.0,110448527,['Universal Pictures'],[33]
Tim Hill,49903.0,9513,60000000,7.217377,141700000,78.0,Garfield: A Tail of Two Kitties,5.1,477.0,2006,6,15,86115,Garfield Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,20467327,1532.0,Bill Murray,33259.0,Jennifer Love Hewitt,9188.0,Billy Connolly,62422415.75,102732052.33333331,177505273.75,114219914,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment']","[306, 444, 1302]"
Bryan Singer,9032.0,1452,223000000,13.284712,391081192,154.0,Superman Returns,5.4,1429.0,2006,6,28,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,237638090,17271.0,Brandon Routh,1979.0,Kevin Spacey,7517.0,Kate Bosworth,0.0,60544214.571428575,16396505.333333334,38470360,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'Bad Hat Harry Productions']","[429, 923, 6194, 9168]"
Blake Edwards,1927.0,36576,11000000,8.046375,4491986,109.0,Curse of the Pink Panther,3.6,42.0,1983,8,12,937,The Pink Panther (Original) Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39563810,14261.0,David Niven,9208.0,Robert Wagner,14503.0,Herbert Lom,10123115.75,13015688.0,9056073.0,10731626,"['United Artists', 'Titan Productions', 'Blake Edwards']","[60, 1582, 6407]"
Rakesh Roshan,1032103.0,32740,5000000,4.431245,16000000,154.0,Krrish,5.5,47.0,2006,6,23,246091,Krrish Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5947111,78749.0,Hrithik Roshan,6497.0,Naseeruddin Shah,77234.0,Priyanka Chopra,8533333.333333334,95132602.0,8191541.0,37285825,[],[]
Shawn Levy,17825.0,1593,110000000,16.661966,574480841,108.0,Night at the Museum,6.4,2949.0,2006,10,20,85943,Night at the Museum Collection,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,125899605,7399.0,Ben Stiller,17834.0,Jake Cherry,17832.0,Carla Gugino,190679895.66666663,0.0,118951583.5,154815740,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment']","[289, 306, 436, 2575]"
Brian Taylor,20192.0,1948,12000000,12.627593,42900000,88.0,Crank,6.6,1172.0,2006,8,31,64751,Crank Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.0,Jason Statham,20189.0,Amy Smart,20191.0,Jose Pablo Cantillo,92247800.55555557,66829472.6,96105964.0,85061079,"['Lions Gate Films', 'Lakeshore Entertainment', 'GreeneStreet Films', 'Radical Media']","[35, 126, 2152, 11152]"
Anne Fletcher,29214.0,9762,12000000,14.21769,114194847,104.0,Step Up,6.7,1092.0,2006,8,11,86092,Step Up Collection,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38673.0,Channing Tatum,20381.0,Jenna Dewan,58959.0,Damaine Radcliff,179444128.75,32974931.5,42647449.0,85022170,"['Summit Entertainment', 'Offspring Entertainment', 'Touchstone Pictures', 'Eketahuna LLC']","[491, 2378, 9195, 74192]"
Jeff Tremaine,56578.0,12094,11000000,7.915368,72778712,95.0,Jackass Number Two,6.4,306.0,2006,9,22,17178,Jackass Collection,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,64282312,9656.0,Johnny Knoxville,56584.0,Bam Margera,56585.0,Steve-O,82412721.1111111,34711739.0,64282312.0,60468924,['Paramount Pictures'],[4]
Jonathan Liebesman,66739.0,10781,16000000,10.516112,50517763,91.0,The Texas Chainsaw Massacre: The Beginning,5.9,412.0,2006,10,6,425175,Texas Chainsaw (Reboot) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9869839,22123.0,Jordana Brewster,66741.0,Taylor Handley,59263.0,Diora Baird,17496992.0,0.0,163495072.0,90496032,"['New Line Cinema', 'Next Entertainment', 'Platinum Dunes', 'Vortex/Henkel/Hooper', 'Texas Chainsaw Productions']","[12, 1633, 2481, 23653, 56620]"
Takashi Shimizu,20310.0,1975,20000000,6.768804,39143839,102.0,The Grudge 2,5.3,288.0,2006,10,13,1974,The Grudge Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52538664,11863.0,Sarah Michelle Gellar,20354.0,Amber Tamblyn,20372.0,Edison Chen,213530712.66666663,144200997.0,5663280.0,121131663,"['Columbia Pictures Corporation', 'Ghost House Pictures', 'Vertigo Entertainment']","[441, 768, 829]"
Clint Eastwood,190.0,3683,90000000,9.224494,65900000,132.0,Flags of Our Fathers,6.7,532.0,2006,10,18,261382,Clint Eastwood's Iwo Jima Collection,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,89441121,11864.0,Ryan Phillippe,33527.0,Adam Beach,17772.0,Jesse Bradford,39602906.4,77628265.0,22678773.6,46636648,"['DreamWorks SKG', 'Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']","[27, 56, 171, 6194]"
Darren Lynn Bousman,2675.0,214,10000000,14.938035,164876498,108.0,Saw III,6.1,1104.0,2006,10,27,656,Saw Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147748505,2144.0,Tobin Bell,2138.0,Shawnee Smith,2464.0,Angus Macfadyen,125830087.0,138203112.66666666,39599442.5,101210881,"['Lions Gate Films', 'Twisted Pictures', 'Evolution Entertainment']","[35, 2061, 23019]"
Michael Lembeck,15045.0,13767,12000000,6.829528,84500122,98.0,The Santa Clause 3: The Escape Clause,5.0,241.0,2006,11,1,53159,The Santa Clause Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,92091686,12898.0,Tim Allen,31167.0,Elizabeth Mitchell,27564.0,Eric Lloyd,127912772.33333331,91171177.5,172842355.0,130642102,"['Walt Disney Pictures', 'Boxing Cat Films', 'Outlaw Productions (I)', 'Santa Frost Productions']","[2, 12626, 19507, 95593]"
Martin Campbell,10702.0,36557,150000000,23.065078,599045960,144.0,Casino Royale,7.3,3930.0,2006,11,14,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,202784149,8784.0,Daniel Craig,10912.0,Eva Green,1019.0,Mads Mikkelsen,45143806.375,116621896.0,102693633.5,88153112,"['Eon Productions', 'Stillking Films', 'Babelsberg Film']","[7576, 11345, 19481]"
George Miller,20629.0,9836,100000000,15.088318,384335608,108.0,Happy Feet,5.9,1457.0,2006,11,16,92012,Happy Feet Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,69131860,109.0,Elijah Wood,2157.0,Robin Williams,328.0,Brittany Murphy,372906928.6666667,49633617.16666666,81748627.0,168096391,"['Kennedy Miller Productions', 'Animal Logic']","[2537, 8089]"
Sylvester Stallone,16483.0,1246,24000000,11.697604,155900000,102.0,Rocky Balboa,6.5,858.0,2006,12,20,1575,Rocky Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16483.0,Sylvester Stallone,4521.0,Burt Young,16501.0,Milo Ventimiglia,89713857.66666667,10227171.0,23199998.0,41047009,"['Columbia Pictures', 'Revolution Studios', 'Rogue Marble', 'Metro-Goldwyn-Mayer (MGM)']","[5, 497, 696, 8411]"
Clint Eastwood,190.0,1251,19000000,11.649588,68673228,141.0,Letters from Iwo Jima,7.2,553.0,2006,12,19,261382,Clint Eastwood's Iwo Jima Collection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,86498512,3899.0,Ken Watanabe,33515.0,Kazunari Ninomiya,33516.0,Tsuyoshi Ihara,331073538.6666667,0.0,0.0,331073539,"['DreamWorks SKG', 'Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']","[27, 56, 171, 6194]"
Luc Besson,59.0,9992,86000000,11.621534,108605609,94.0,Arthur and the Invisibles,6.0,663.0,2006,12,13,85817,Arthur and the Invisibles Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,113630555,1281.0,Freddie Highmore,12021.0,Mia Farrow,61605.0,Ron Crawford,173992868.5,62576862.0,0.0,118284865,"['Canal Plus', 'Sofica Europacorp', 'Avalanche Productions', 'EuropaCorp']","[104, 854, 2525, 6896]"
Peter Webber,16785.0,1248,75000000,2.159558,82169884,121.0,Hannibal Rising,6.0,666.0,2007,2,6,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31466789,16790.0,Gaspard Ulliel,16789.0,Aaran Thomas,643.0,Gong Li,6797734.0,0.0,106203051.25,56500393,"['Ingenious Film Partners', 'ETIC Films', 'Quinta Communications', 'Dino De Laurentiis Company', 'Zephyr Films', 'Young Hannibal Productions', 'Carthago Films S.a.r.l.']","[289, 2979, 6370, 10308, 16923, 20394, 20395]"
Mark Steven Johnson,16837.0,1250,110000000,11.902354,228738393,114.0,Ghost Rider,5.2,1754.0,2007,2,16,90306,Ghost Rider Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98716566,2963.0,Nicolas Cage,8170.0,Eva Mendes,8210.0,Wes Bentley,96204553.1111111,142149873.33333334,29882645.0,89412357,"['Columbia Pictures Corporation', 'Relativity Media', 'Michael De Luca Productions', 'Marvel Enterprises', 'Crystal Sky Pictures', 'GH One', 'Vengeance Productions Pty. Ltd.']","[441, 7295, 11370, 19551, 20241, 20475, 20476]"
Christopher Leitch,57436.0,15582,3000000,4.604439,7900000,95.0,Teen Wolf Too,3.8,47.0,1987,11,20,43066,Teen Wolf Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23532.0,Jason Bateman,15655.0,Kim Darby,41230.0,John Astin,0.0,10297601.0,49364621.0,29831111,['Atlantic Entertainment Group'],[3267]
Zack Snyder,15217.0,1271,65000000,18.108408,456082343,117.0,300,7.0,5092.0,2006,12,9,125570,300 Collection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,102278712,17276.0,Gerard Butler,17286.0,Lena Headey,17287.0,Dominic West,73763826.66666667,37795572.0,168846482.33333334,93468627,"['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']","[449, 923, 2994, 2995, 6194, 7636, 78685]"
Martin Weisz,58260.0,9793,15000000,5.559312,37697773,89.0,The Hills Have Eyes 2,5.2,355.0,2007,3,22,8918,The Hills Have Eyes (Reboot) Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5415898,37008.0,Michael Bailey Smith,59293.0,Archie Kao,42547.0,Jay Acovone,114681964.6,0.0,0.0,114681965,"['Dune Entertainment', 'Craven-Maddalena Films', 'Fox Atomic']","[444, 1600, 2890]"
Steve Bendelack,16356.0,1268,25000000,10.19853,232225908,90.0,Mr. Bean's Holiday,6.1,682.0,2007,3,22,103372,Mr. Bean Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2424174,10730.0,Rowan Atkinson,16373.0,Max Baldry,4286.0,Emma de Caunes,174932547.25,0.0,9524340.0,92228444,"['Tiger Aspect Productions', 'Working Title Films']","[686, 10163]"
Sam Raimi,7623.0,559,258000000,27.614265,894983373,139.0,Spider-Man 3,5.9,3687.0,2007,5,1,556,Spider-Man Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,337024512,2219.0,Tobey Maguire,205.0,Kirsten Dunst,17051.0,James Franco,314409268.6666667,169425131.83333334,124462710.22222222,202765704,"['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Enterprises']","[5, 326, 19551]"
Timur Bekmambetov,23430.0,2269,4200000,7.42908,42918532,132.0,Day Watch,6.2,170.0,2006,1,1,3106,World of Watches Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50336279,23440.0,Konstantin Khabenskiy,23441.0,Mariya Poroshina,23442.0,Vladimir Menshov,50336279.0,50336279.0,50336279.0,50336279,"['Bazelevs Production', 'Channel One Russia', 'TABBAK']","[1038, 1039, 1040]"
Juan Carlos Fresnadillo,17597.0,1562,15000000,12.884191,65100000,100.0,28 Weeks Later,6.5,1225.0,2007,4,26,1565,28 Days/Weeks Later Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1864185,17606.0,Imogen Poots,18023.0,Robert Carlyle,9827.0,Rose Byrne,132511035.0,124849353.5,209468437.5,155609609,"['DNA Films', 'Figment Films', 'Sociedad General de Cine S.A.', 'UK Film Council', 'Fox Atomic', 'Koan Films']","[284, 359, 785, 2452, 2890, 10890]"
Chris Miller,12098.0,810,160000000,14.072479,813367380,93.0,Shrek the Third,6.0,2355.0,2007,5,17,2150,Shrek Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,12073.0,Mike Myers,776.0,Eddie Murphy,6941.0,Cameron Diaz,344756396.25,206030798.125,336220761.8333333,295669319,"['DreamWorks SKG', 'DreamWorks Animation']","[27, 521]"
Gore Verbinski,1704.0,285,300000000,31.363664,961000000,169.0,Pirates of the Caribbean: At World's End,6.9,4627.0,2007,5,19,295,Pirates of the Caribbean Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,375460861,85.0,Johnny Depp,114.0,Orlando Bloom,116.0,Keira Knightley,293357369.5555556,567516178.25,291945927.125,384273158,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","[2, 130, 19936]"
Steven Soderbergh,1884.0,298,85000000,12.16276,311312624,122.0,Ocean's Thirteen,6.5,2040.0,2007,6,7,304,Ocean's Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155283949,1461.0,George Clooney,287.0,Brad Pitt,1892.0,Matt Damon,103357441.44444443,204125782.25,137033612.83333334,148172279,"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.']","[79, 129, 2596, 6194]"
Takao Okawara,50651.0,12561,10000000,2.672437,18000000,103.0,Godzilla vs. Destoroyah,6.5,30.0,1995,12,9,374511,Godzilla (Heisei) Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,19000000,72817.0,Takuro Tatsumi,72818.0,Yôko Ishino,72819.0,Yasufumi Hayashi,0.0,0.0,0.0,3239215,"['Toho Pictures, Inc.']",[74807]
Kazuki Omori,72823.0,36679,12000000,1.541436,11000000,103.0,Godzilla vs. King Ghidorah,6.2,28.0,1991,12,14,374511,Godzilla (Heisei) Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,7000000,82876.0,Katsuhiko Sasaki,82875.0,Kosuke Toyohara,115910.0,Anna Nakagawa,7000000.0,7000000.0,0.0,7000000,['Toho Film (Eiga) Co. Ltd.'],[622]
Eli Roth,16847.0,1691,10200000,8.916747,35728183,93.0,Hostel: Part II,5.6,464.0,2007,6,8,86578,Hostel Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56266610,37014.0,Lauren German,11671.0,Bijou Phillips,33656.0,Heather Matarazzo,53688333.5,881779.0,72417240.5,42329118,"['Lions Gate Films', 'Next Entertainment', 'Screen Gems']","[35, 1633, 3287]"
Tim Story,20400.0,1979,130000000,12.924254,301913131,92.0,Fantastic 4: Rise of the Silver Surfer,5.4,2648.0,2007,6,13,9744,Fantastic Four Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,160618287,65524.0,Ioan Gruffudd,56731.0,Jessica Alba,16828.0,Chris Evans,142372337.25,164191326.0,130407515.5,145657060,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', 'Constantin Film Produktion', 'Bernd Eichinger Productions', 'Marvel Enterprises']","[289, 306, 436, 444, 5755, 10881, 19551]"
Jaume Collet-Serra,59521.0,9815,10000000,4.59233,7900000,115.0,Goal! II: Living the Dream,5.8,147.0,2007,2,9,110177,Goal! Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68766121,58982.0,Kuno Becker,8435.0,Stephen Dillane,58016.0,Anna Friel,27610873.0,72051934.25,35773318.0,45145375,['Impala'],[1183]
